Date,Open,High,Low,Close,Volume
2024-05-09 15:30:00+02:00,470.0,473.39,470.0,471.38,3588.69
2024-05-09 15:35:00+02:00,471.32,471.72,469.45,471.46,1581.07
2024-05-09 15:40:00+02:00,471.48,471.57,467.63,469.26,2306.37
2024-05-09 15:45:00+02:00,469.33,469.46,468.29,468.89,1491.3
2024-05-09 15:50:00+02:00,468.87,470.66,468.74,470.31,1314.33
2024-05-09 15:55:00+02:00,470.32,470.98,470.16,470.82,899.95
2024-05-09 16:00:00+02:00,470.84,471.46,469.97,471.35,920.75
2024-05-09 16:05:00+02:00,471.24,472.66,470.53,471.04,1130.8
2024-05-09 16:10:00+02:00,470.97,471.9,469.97,470.2,816.56
2024-05-09 16:15:00+02:00,470.21,471.28,470.03,470.28,498.73
2024-05-09 16:20:00+02:00,470.33,472.23,470.33,471.96,612.6
2024-05-09 16:25:00+02:00,471.91,472.23,471.21,471.58,777.77
2024-05-09 16:30:00+02:00,471.61,472.65,471.61,472.01,869.91
2024-05-09 16:35:00+02:00,472.01,473.78,471.98,473.34,1092.06
2024-05-09 16:40:00+02:00,473.32,474.44,473.21,473.9,987.95
2024-05-09 16:45:00+02:00,474.03,474.03,473.06,473.86,552.43
2024-05-09 16:50:00+02:00,473.85,474.85,473.37,474.78,783.39
2024-05-09 16:55:00+02:00,474.77,474.84,473.83,474.46,955.49
2024-05-09 17:00:00+02:00,474.48,475.1,474.21,474.72,986.97
2024-05-09 17:05:00+02:00,474.83,475.22,474.49,474.54,825.53
2024-05-09 17:10:00+02:00,474.64,475.11,474.4,475.0,577.39
2024-05-09 17:15:00+02:00,475.1,475.4,474.7,475.35,984.98
2024-05-09 17:20:00+02:00,475.3,475.68,475.0,475.24,474.51
2024-05-09 17:25:00+02:00,475.2,475.78,475.11,475.29,655.3
2024-05-09 17:30:00+02:00,475.37,475.65,475.0,475.3,352.12
2024-05-09 17:35:00+02:00,475.32,475.47,474.12,474.43,782.46
2024-05-09 17:40:00+02:00,474.49,474.63,474.03,474.58,512.66
2024-05-09 17:45:00+02:00,474.54,474.98,474.08,474.45,614.95
2024-05-09 17:50:00+02:00,474.4,474.42,473.85,474.21,467.79
2024-05-09 17:55:00+02:00,474.11,474.15,473.31,473.87,1065.97
2024-05-09 18:00:00+02:00,473.87,474.46,473.73,474.38,624.17
2024-05-09 18:05:00+02:00,474.38,474.85,474.14,474.64,475.46
2024-05-09 18:10:00+02:00,474.66,474.9,474.1,474.52,484.54
2024-05-09 18:15:00+02:00,474.61,474.86,474.2,474.37,359.83
2024-05-09 18:20:00+02:00,474.35,474.72,474.15,474.72,341.38
2024-05-09 18:25:00+02:00,474.73,474.76,474.19,474.31,333.41
2024-05-09 18:30:00+02:00,474.25,474.49,473.67,474.0,468.29
2024-05-09 18:35:00+02:00,474.0,474.77,474.0,474.5,467.92
2024-05-09 18:40:00+02:00,474.54,475.3,474.42,475.12,743.24
2024-05-09 18:45:00+02:00,475.11,475.5,474.85,475.18,868.92
2024-05-09 18:50:00+02:00,475.17,475.18,474.7,475.01,282.81
2024-05-09 18:55:00+02:00,475.06,475.39,474.75,474.96,319.87
2024-05-09 19:00:00+02:00,474.92,475.38,474.29,475.26,603.19
2024-05-09 19:05:00+02:00,475.29,475.37,474.76,474.88,321.15
2024-05-09 19:10:00+02:00,474.92,475.27,474.85,474.91,264.23
2024-05-09 19:15:00+02:00,474.92,475.05,474.46,474.72,615.41
2024-05-09 19:20:00+02:00,474.61,474.61,473.65,474.38,643.91
2024-05-09 19:25:00+02:00,474.38,475.25,474.31,475.2,816.82
2024-05-09 19:30:00+02:00,475.16,475.3,474.94,475.01,506.26
2024-05-09 19:35:00+02:00,475.07,475.19,474.92,474.92,405.56
2024-05-09 19:40:00+02:00,475.01,475.24,474.96,475.09,252.0
2024-05-09 19:45:00+02:00,475.13,475.34,474.66,475.06,541.61
2024-05-09 19:50:00+02:00,474.9,475.4,474.59,474.84,559.05
2024-05-09 19:55:00+02:00,474.85,475.14,474.84,475.03,339.46
2024-05-09 20:00:00+02:00,475.0,475.25,474.79,475.23,501.46
2024-05-09 20:05:00+02:00,475.18,475.24,474.96,475.17,255.77
2024-05-09 20:10:00+02:00,475.19,475.38,475.0,475.0,284.19
2024-05-09 20:15:00+02:00,475.0,475.25,474.95,474.99,466.07
2024-05-09 20:20:00+02:00,474.99,475.21,474.5,475.06,424.24
2024-05-09 20:25:00+02:00,475.09,475.92,475.02,475.84,722.69
2024-05-09 20:30:00+02:00,475.78,476.08,475.36,475.48,586.37
2024-05-09 20:35:00+02:00,475.56,476.03,475.42,475.79,370.13
2024-05-09 20:40:00+02:00,475.84,475.92,475.49,475.61,383.99
2024-05-09 20:45:00+02:00,475.72,475.82,475.26,475.46,303.44
2024-05-09 20:50:00+02:00,475.43,475.64,475.02,475.03,404.13
2024-05-09 20:55:00+02:00,475.1,475.51,475.0,475.24,337.59
2024-05-09 21:00:00+02:00,475.12,475.44,474.99,475.39,396.09
2024-05-09 21:05:00+02:00,475.34,475.59,475.34,475.57,252.3
2024-05-09 21:10:00+02:00,475.53,475.63,474.82,475.01,379.51
2024-05-09 21:15:00+02:00,475.0,475.22,474.74,474.91,423.67
2024-05-09 21:20:00+02:00,474.91,475.35,474.64,475.0,413.49
2024-05-09 21:25:00+02:00,475.0,475.13,474.8,474.95,594.56
2024-05-09 21:30:00+02:00,474.91,475.07,474.66,474.89,448.31
2024-05-09 21:35:00+02:00,474.96,475.37,474.87,475.15,717.48
2024-05-09 21:40:00+02:00,475.18,475.26,474.67,474.89,707.49
2024-05-09 21:45:00+02:00,474.89,475.1,474.67,475.05,569.87
2024-05-09 21:50:00+02:00,475.1,475.75,474.62,474.65,1219.48
2024-05-09 21:55:00+02:00,474.72,475.65,474.5,475.65,2808.65
2024-05-10 15:30:00+02:00,477.09,477.3,475.2,476.96,2685.65
2024-05-10 15:35:00+02:00,476.94,477.14,474.63,475.67,1578.64
2024-05-10 15:40:00+02:00,475.64,477.33,475.64,476.72,1184.91
2024-05-10 15:45:00+02:00,476.55,476.93,475.74,476.48,846.25
2024-05-10 15:50:00+02:00,476.48,476.95,475.86,476.92,783.96
2024-05-10 15:55:00+02:00,476.91,477.5,475.89,476.16,1025.38
2024-05-10 16:00:00+02:00,476.19,476.19,474.01,474.7,2005.6
2024-05-10 16:05:00+02:00,474.83,475.35,474.3,474.45,986.4
2024-05-10 16:10:00+02:00,474.4,474.55,473.1,473.51,1436.38
2024-05-10 16:15:00+02:00,473.55,474.3,472.7,472.87,1261.81
2024-05-10 16:20:00+02:00,472.85,473.35,472.21,472.81,1320.42
2024-05-10 16:25:00+02:00,472.81,472.91,471.33,471.61,1506.09
2024-05-10 16:30:00+02:00,471.67,471.96,470.83,470.89,2190.31
2024-05-10 16:35:00+02:00,471.02,471.13,470.08,470.92,1618.72
2024-05-10 16:40:00+02:00,470.94,471.94,470.73,471.34,1583.68
2024-05-10 16:45:00+02:00,471.34,471.81,470.67,471.51,850.46
2024-05-10 16:50:00+02:00,471.5,472.02,469.6,469.8,1637.23
2024-05-10 16:55:00+02:00,469.75,471.72,469.62,471.55,1005.62
2024-05-10 17:00:00+02:00,471.56,472.1,471.11,471.8,878.57
2024-05-10 17:05:00+02:00,471.83,472.62,471.19,471.34,1158.28
2024-05-10 17:10:00+02:00,471.35,471.87,470.82,471.2,666.95
2024-05-10 17:15:00+02:00,471.21,471.84,471.13,471.63,498.41
2024-05-10 17:20:00+02:00,471.7,471.92,471.32,471.58,464.27
2024-05-10 17:25:00+02:00,471.64,472.15,471.4,471.83,544.75
2024-05-10 17:30:00+02:00,471.94,472.14,471.54,472.01,918.82
2024-05-10 17:35:00+02:00,471.95,472.27,471.5,472.1,952.36
2024-05-10 17:40:00+02:00,472.04,472.51,471.56,471.95,843.92
2024-05-10 17:45:00+02:00,471.96,472.84,471.85,472.71,870.82
2024-05-10 17:50:00+02:00,472.7,473.3,472.48,472.71,755.66
2024-05-10 17:55:00+02:00,472.8,473.13,472.72,472.76,480.67
2024-05-10 18:00:00+02:00,472.76,473.11,472.47,472.92,950.17
2024-05-10 18:05:00+02:00,473.09,474.2,472.91,474.09,971.52
2024-05-10 18:10:00+02:00,474.06,474.71,473.93,474.59,1044.14
2024-05-10 18:15:00+02:00,474.6,475.4,474.55,475.05,1324.63
2024-05-10 18:20:00+02:00,475.0,475.73,474.68,475.58,1177.32
2024-05-10 18:25:00+02:00,475.59,475.64,475.14,475.29,602.77
2024-05-10 18:30:00+02:00,475.46,475.68,475.02,475.29,873.37
2024-05-10 18:35:00+02:00,475.26,475.41,474.4,474.56,879.95
2024-05-10 18:40:00+02:00,474.62,475.25,474.62,474.88,756.33
2024-05-10 18:45:00+02:00,474.89,475.69,474.85,475.55,653.37
2024-05-10 18:50:00+02:00,475.55,475.64,474.89,475.04,330.4
2024-05-10 18:55:00+02:00,475.14,475.38,474.73,474.87,282.56
2024-05-10 19:00:00+02:00,474.87,475.0,474.22,474.59,618.31
2024-05-10 19:05:00+02:00,474.71,474.93,474.5,474.5,315.27
2024-05-10 19:10:00+02:00,474.51,474.95,474.44,474.82,673.64
2024-05-10 19:15:00+02:00,474.84,475.44,474.82,475.27,768.68
2024-05-10 19:20:00+02:00,475.29,475.31,475.0,475.09,444.12
2024-05-10 19:25:00+02:00,475.1,475.64,475.0,475.21,671.82
2024-05-10 19:30:00+02:00,475.27,475.48,475.08,475.37,317.7
2024-05-10 19:35:00+02:00,475.38,475.4,474.77,475.13,401.19
2024-05-10 19:40:00+02:00,475.07,475.16,474.7,474.86,457.74
2024-05-10 19:45:00+02:00,474.91,475.47,474.66,475.36,765.35
2024-05-10 19:50:00+02:00,475.48,475.72,474.92,475.12,763.38
2024-05-10 19:55:00+02:00,475.03,475.37,474.91,475.05,455.27
2024-05-10 20:00:00+02:00,475.17,475.18,474.11,474.19,1237.2
2024-05-10 20:05:00+02:00,474.26,475.22,474.2,475.0,585.84
2024-05-10 20:10:00+02:00,475.03,475.07,474.57,474.83,381.68
2024-05-10 20:15:00+02:00,474.85,475.12,474.68,474.89,240.33
2024-05-10 20:20:00+02:00,475.07,475.07,474.64,474.85,300.62
2024-05-10 20:25:00+02:00,474.85,474.95,474.58,474.75,354.55
2024-05-10 20:30:00+02:00,474.68,474.88,474.59,474.79,885.25
2024-05-10 20:35:00+02:00,474.8,475.06,474.58,474.93,556.35
2024-05-10 20:40:00+02:00,474.92,475.17,474.75,474.96,330.58
2024-05-10 20:45:00+02:00,474.96,475.18,474.88,475.05,465.05
2024-05-10 20:50:00+02:00,475.04,475.16,474.78,474.91,445.67
2024-05-10 20:55:00+02:00,474.91,475.21,474.89,475.06,463.13
2024-05-10 21:00:00+02:00,475.13,475.39,475.0,475.28,367.8
2024-05-10 21:05:00+02:00,475.3,475.46,475.1,475.2,290.96
2024-05-10 21:10:00+02:00,475.26,475.36,475.03,475.11,606.9
2024-05-10 21:15:00+02:00,475.12,475.55,475.05,475.48,465.3
2024-05-10 21:20:00+02:00,475.36,475.68,475.19,475.43,555.57
2024-05-10 21:25:00+02:00,475.38,475.54,475.21,475.41,334.29
2024-05-10 21:30:00+02:00,475.46,475.5,475.14,475.32,499.57
2024-05-10 21:35:00+02:00,475.39,475.5,475.06,475.46,576.71
2024-05-10 21:40:00+02:00,475.5,476.31,475.42,475.42,1288.78
2024-05-10 21:45:00+02:00,475.52,476.2,475.36,476.06,763.08
2024-05-10 21:50:00+02:00,476.12,476.42,475.8,476.36,1165.86
2024-05-10 21:55:00+02:00,476.29,476.67,475.87,476.13,2110.0
2024-05-13 15:30:00+02:00,472.55,473.35,470.37,470.6,4118.92
2024-05-13 15:35:00+02:00,470.37,472.21,467.57,467.93,2781.54
2024-05-13 15:40:00+02:00,467.72,468.33,465.63,465.83,3581.31
2024-05-13 15:45:00+02:00,465.82,465.92,462.85,463.8,4166.63
2024-05-13 15:50:00+02:00,463.85,465.63,463.33,464.2,2824.98
2024-05-13 15:55:00+02:00,464.01,466.99,463.33,466.8,2302.76
2024-05-13 16:00:00+02:00,466.73,467.8,465.49,467.64,1590.4
2024-05-13 16:05:00+02:00,467.64,467.64,466.12,466.8,1294.01
2024-05-13 16:10:00+02:00,466.81,467.67,466.23,467.54,1142.55
2024-05-13 16:15:00+02:00,467.51,469.4,467.36,469.21,2474.2
2024-05-13 16:20:00+02:00,469.22,470.31,468.55,470.28,1529.45
2024-05-13 16:25:00+02:00,470.35,470.65,469.85,470.38,1302.95
2024-05-13 16:30:00+02:00,470.43,470.52,469.01,469.58,881.08
2024-05-13 16:35:00+02:00,469.75,469.92,469.2,469.23,503.71
2024-05-13 16:40:00+02:00,469.22,469.22,468.12,468.22,1026.94
2024-05-13 16:45:00+02:00,468.22,468.71,467.8,468.2,1011.6
2024-05-13 16:50:00+02:00,468.02,468.16,466.66,467.32,1211.81
2024-05-13 16:55:00+02:00,467.33,467.65,466.48,466.84,1181.51
2024-05-13 17:00:00+02:00,466.81,467.21,465.88,466.76,1416.37
2024-05-13 17:05:00+02:00,466.67,467.12,466.53,466.62,606.22
2024-05-13 17:10:00+02:00,466.62,467.38,466.61,466.83,941.98
2024-05-13 17:15:00+02:00,466.84,467.21,465.75,466.06,851.65
2024-05-13 17:20:00+02:00,466.09,467.35,465.82,467.01,910.67
2024-05-13 17:25:00+02:00,467.0,467.08,465.88,466.13,637.76
2024-05-13 17:30:00+02:00,466.02,467.0,465.55,466.66,788.33
2024-05-13 17:35:00+02:00,466.64,466.69,465.9,466.13,499.12
2024-05-13 17:40:00+02:00,466.21,466.58,465.8,466.18,700.31
2024-05-13 17:45:00+02:00,466.22,466.98,466.06,466.93,595.36
2024-05-13 17:50:00+02:00,466.98,467.01,466.34,466.9,624.86
2024-05-13 17:55:00+02:00,466.89,467.07,466.45,466.62,752.09
2024-05-13 18:00:00+02:00,466.63,467.9,466.63,467.81,795.28
2024-05-13 18:05:00+02:00,467.76,468.04,467.26,468.0,848.67
2024-05-13 18:10:00+02:00,468.0,468.6,467.81,468.12,849.83
2024-05-13 18:15:00+02:00,468.09,469.0,468.08,468.7,736.58
2024-05-13 18:20:00+02:00,468.74,468.75,468.2,468.63,520.83
2024-05-13 18:25:00+02:00,468.65,469.36,468.4,469.36,671.2
2024-05-13 18:30:00+02:00,469.22,469.37,468.66,468.96,1363.28
2024-05-13 18:35:00+02:00,468.87,469.14,467.82,467.82,770.54
2024-05-13 18:40:00+02:00,467.95,468.52,467.37,468.26,953.06
2024-05-13 18:45:00+02:00,468.15,468.39,467.75,468.25,488.05
2024-05-13 18:50:00+02:00,468.29,468.5,467.27,467.55,699.65
2024-05-13 18:55:00+02:00,467.54,468.1,467.1,467.74,692.38
2024-05-13 19:00:00+02:00,467.7,468.09,467.23,467.24,623.45
2024-05-13 19:05:00+02:00,467.21,467.37,466.27,466.86,783.6
2024-05-13 19:10:00+02:00,466.81,467.3,466.14,467.08,579.69
2024-05-13 19:15:00+02:00,467.05,468.09,466.95,467.61,642.22
2024-05-13 19:20:00+02:00,467.66,468.04,467.54,467.86,381.08
2024-05-13 19:25:00+02:00,467.89,468.78,467.74,468.74,819.19
2024-05-13 19:30:00+02:00,468.76,468.76,467.65,467.65,510.91
2024-05-13 19:35:00+02:00,467.62,468.09,467.4,467.4,387.76
2024-05-13 19:40:00+02:00,467.42,467.79,466.76,466.87,774.66
2024-05-13 19:45:00+02:00,466.91,467.07,466.49,467.05,845.75
