Date,Open,High,Low,Close,Volume,RSI,ATR,EMA200,EMA30,EMAsignal,LSTMsignal,TotalSignal,pointpos
2024-06-05 18:00:00+02:00,196.01,196.3,195.95,196.06,11417.05,59.7369458919946,0.6535092835226445,192.4865298644561,195.0589283130117,2,0,0,0.0
2024-06-05 18:15:00+02:00,196.06,196.15,195.82,195.93,6463.42,57.48782060534775,0.6072936715908399,192.5207932488894,195.1151264863658,2,1,0,0.0
2024-06-05 18:30:00+02:00,195.92,196.26,195.85,196.11,7145.73,59.81546293277416,0.5791088613635765,192.55650674890043,195.1793118743422,2,0,0,0.0
2024-06-05 18:45:00+02:00,196.1,196.24,196.03,196.03,5745.44,58.24073794854109,0.5263790240259238,192.59106887080193,195.23419497922336,2,0,0,0.0
2024-06-05 19:00:00+02:00,196.04,196.1,195.66,195.72,8201.08,52.31127018240748,0.5140391634507916,192.62220251387856,195.26553723862833,2,2,2,193.7034
2024-06-05 19:15:00+02:00,195.73,196.13,195.59,195.89,10770.0,55.09681836907343,0.5177478543863917,192.65471791175042,195.30582515871683,2,2,2,193.6341
2024-06-05 19:30:00+02:00,195.88,196.32,195.88,196.12,11453.98,58.72138772337749,0.5066410180454782,192.689198330539,195.35835256783187,2,0,0,0.0
2024-06-05 19:45:00+02:00,196.12,196.7,196.02,196.67,11039.75,66.011077422093,0.5314065868961212,192.72880829739933,195.44297498281048,2,0,0,0.0
2024-06-05 20:00:00+02:00,196.67,196.69,195.98,195.99,9732.77,53.12342691406247,0.5569199316252479,192.76125796608193,195.47826691940338,2,2,2,194.0202
2024-06-05 20:15:00+02:00,195.99,196.24,195.94,196.21,7948.28,56.197585305405774,0.5202170842502142,192.79557380721545,195.52547550524832,2,1,0,0.0
2024-06-05 20:30:00+02:00,196.2,196.44,196.12,196.25,8997.64,56.77031181953854,0.4916146436430398,192.82994620714368,195.57221902103876,2,1,0,0.0
2024-06-05 20:45:00+02:00,196.24,196.3,195.83,195.83,7413.53,49.25651109093159,0.4885268374083197,192.85979748866464,195.5888500519395,2,2,2,193.8717
