Date,Open,High,Low,Close,Volume
2022-06-27 15:30:00+02:00,391.05,391.36,388.36,388.55,42398.93
2022-06-27 15:45:00+02:00,388.56,388.92,387.52,388.1,35149.72
2022-06-27 16:00:00+02:00,388.13,389.87,388.04,388.48,29226.08
2022-06-27 16:15:00+02:00,388.48,389.45,387.99,388.19,16305.12
2022-06-27 16:30:00+02:00,388.19,389.64,388.09,389.56,16490.45
2022-06-27 16:45:00+02:00,389.58,390.86,389.11,390.38,21295.79
2022-06-27 17:00:00+02:00,390.36,390.59,389.39,389.7,12669.95
2022-06-27 17:15:00+02:00,389.72,391.12,389.54,390.89,16571.41
2022-06-27 17:30:00+02:00,390.91,391.02,390.01,390.88,13239.35
2022-06-27 17:45:00+02:00,390.91,391.13,390.18,390.58,12204.61
2022-06-27 18:00:00+02:00,390.6,390.75,389.58,389.8,11432.96
2022-06-27 18:15:00+02:00,389.8,390.23,388.97,389.14,12748.52
2022-06-27 18:30:00+02:00,389.16,389.56,388.55,389.55,12277.3
2022-06-27 18:45:00+02:00,389.57,389.97,389.17,389.82,10133.29
2022-06-27 19:00:00+02:00,389.82,389.94,388.64,389.51,14081.59
2022-06-27 19:15:00+02:00,389.51,389.77,389.09,389.22,10982.6
2022-06-27 19:30:00+02:00,389.22,389.27,388.36,388.55,11023.42
2022-06-27 19:45:00+02:00,388.55,388.78,388.1,388.39,11865.97
2022-06-27 20:00:00+02:00,388.42,388.8,387.96,388.63,15299.57
2022-06-27 20:15:00+02:00,388.62,389.18,388.43,388.6,10998.48
2022-06-27 20:30:00+02:00,388.58,389.37,388.34,388.95,11692.83
2022-06-27 20:45:00+02:00,388.93,389.27,388.5,388.58,11185.26
2022-06-27 21:00:00+02:00,388.59,389.03,387.46,388.97,23596.95
2022-06-27 21:15:00+02:00,388.98,389.2,388.59,388.82,14164.76
2022-06-27 21:30:00+02:00,388.82,388.87,387.73,388.83,23668.76
2022-06-27 21:45:00+02:00,388.83,389.21,387.44,388.66,52527.8
2022-06-28 15:30:00+02:00,390.23,393.16,390.14,392.64,45272.72
2022-06-28 15:45:00+02:00,392.63,392.93,391.53,391.92,22603.95
2022-06-28 16:00:00+02:00,391.9,392.32,389.83,390.65,30843.46
2022-06-28 16:15:00+02:00,390.65,390.8,389.4,389.59,20953.36
2022-06-28 16:30:00+02:00,389.57,389.65,388.31,389.06,22971.37
2022-06-28 16:45:00+02:00,389.05,389.07,387.71,388.77,17158.54
2022-06-28 17:00:00+02:00,388.76,389.0,388.1,388.37,14776.6
2022-06-28 17:15:00+02:00,388.37,388.41,385.76,385.77,26677.17
2022-06-28 17:30:00+02:00,385.77,386.25,384.49,384.62,27431.23
2022-06-28 17:45:00+02:00,384.62,384.99,383.87,384.09,29617.96
2022-06-28 18:00:00+02:00,384.1,384.65,383.31,384.13,22979.39
2022-06-28 18:15:00+02:00,384.13,384.92,383.37,384.92,19396.67
2022-06-28 18:30:00+02:00,384.9,385.15,383.95,385.06,15082.15
2022-06-28 18:45:00+02:00,385.07,385.34,384.16,384.53,13634.41
2022-06-28 19:00:00+02:00,384.5,384.57,382.62,382.79,18772.03
2022-06-28 19:15:00+02:00,382.77,383.66,382.53,383.53,13809.57
2022-06-28 19:30:00+02:00,383.52,383.68,382.63,383.04,11115.2
2022-06-28 19:45:00+02:00,383.02,383.46,382.88,383.09,7723.49
2022-06-28 20:00:00+02:00,383.02,383.78,381.89,382.04,15562.7
2022-06-28 20:15:00+02:00,382.02,382.21,381.53,381.86,11679.06
2022-06-28 20:30:00+02:00,381.86,381.87,380.71,381.17,19668.04
2022-06-28 20:45:00+02:00,381.18,382.0,381.05,381.51,19881.89
2022-06-28 21:00:00+02:00,381.5,381.92,380.74,381.14,17671.68
2022-06-28 21:15:00+02:00,381.13,381.94,380.93,381.5,17379.56
2022-06-28 21:30:00+02:00,381.5,381.8,380.86,381.05,28625.95
