datetime,score
2016-02-01 19:30:00,0.0
2016-02-01 19:45:00,0.4019
2016-02-01 20:00:00,-0.4588
2016-02-01 20:15:00,0.1779
2016-02-01 20:30:00,0.0
2016-02-01 20:45:00,0.5719
2016-02-01 21:00:00,0.0
2016-02-01 21:15:00,0.5719
2016-02-01 21:30:00,0.0
2016-02-01 21:45:00,0.0
2016-02-02 15:30:00,0.6124
2016-02-02 15:45:00,-0.4767
2016-02-02 16:00:00,-0.5106
2016-02-02 16:15:00,0.0
2016-02-02 16:30:00,0.0
2016-02-02 16:45:00,0.0085
2016-02-02 17:00:00,0.0
2016-02-02 17:15:00,0.5926
2016-02-02 17:30:00,0.0
2016-02-02 17:45:00,0.1779
2016-02-02 18:00:00,0.0
2016-02-02 18:15:00,-0.7351
2016-02-02 18:30:00,0.4754
2016-02-02 18:45:00,0.0
2016-02-02 19:00:00,0.1531
2016-02-02 19:15:00,-0.5423
2016-02-02 19:30:00,0.0
2016-02-02 19:45:00,0.0
2016-02-02 20:00:00,-0.4973
2016-02-02 20:15:00,-0.1307
2016-02-02 20:30:00,-0.4215
2016-02-02 20:45:00,0.0
2016-02-02 21:00:00,0.0
2016-02-02 21:15:00,0.2023
2016-02-02 21:30:00,0.0
2016-02-02 21:45:00,0.0
2016-02-03 15:30:00,0.0
2016-02-03 15:45:00,0.0
2016-02-03 16:00:00,0.0
2016-02-03 16:15:00,0.5859
2016-02-03 16:30:00,0.4767
2016-02-03 16:45:00,0.0
2016-02-03 17:00:00,0.0
2016-02-03 17:15:00,-0.4871
2016-02-03 17:30:00,0.0
2016-02-03 17:45:00,0.0
2016-02-03 18:00:00,0.0
2016-02-03 18:15:00,0.0
2016-02-03 18:30:00,0.1531
2016-02-03 18:45:00,-0.5106
2016-02-03 19:00:00,0.0
2016-02-03 19:15:00,0.0
2016-02-03 19:30:00,-0.4404
2016-02-03 19:45:00,0.34
2016-02-03 20:00:00,-0.4215
2016-02-03 20:15:00,0.4215
2016-02-03 20:30:00,0.722
2016-02-03 20:45:00,0.5859
2016-02-03 21:00:00,0.0
2016-02-03 21:15:00,0.0
2016-02-03 21:30:00,-0.4588
2016-02-03 21:45:00,0.0
2016-02-04 15:30:00,0.8126
2016-02-04 15:45:00,0.7269
2016-02-04 16:00:00,0.1027
2016-02-04 16:15:00,-0.5473
2016-02-04 16:30:00,-0.4973
2016-02-04 16:45:00,-0.694
2016-02-04 17:00:00,0.0
2016-02-04 17:15:00,0.0
2016-02-04 17:30:00,0.3774
