Date,Open,High,Low,Close,Volume,RSI,ATR,EMA_slow,EMA_fast,BBL_15_1.5,BBM_15_1.5,BBU_15_1.5,BBB_15_1.5,BBP_15_1.5,EMASignal,TechnicalSignal,LSTMsignal,TotalSignal,pointpos
2024-01-04 21:00:00+01:00,468.68,468.74,468.37,468.47,3789.46,36.67354295024028,0.34487370537447964,469.57749279395085,468.97885963708956,468.4057185994692,468.7426666666667,469.0796147338642,0.14376675782199377,0.09538769737644869,1,0,2,0,463.6863
2024-01-04 21:05:00+01:00,468.47,469.04,468.46,468.98,7410.44,54.39034951082301,0.3784631760352741,469.5656612534766,468.9789332088902,468.4188770209836,468.73199999999997,469.04512297901636,0.13360426811755302,0.8960105399787196,1,0,0,0,0.0
2024-01-04 21:10:00+01:00,468.99,469.02,468.58,468.59,7425.25,43.94424860295725,0.3872541508873774,469.5463412286553,468.9538407438006,468.4142903572015,468.7,468.9857096427985,0.12191578527779322,0.307496871784637,1,0,0,0,0.0
2024-01-04 21:15:00+01:00,468.59,468.62,468.07,468.33,10799.02,38.47114454000183,0.410503557903468,469.52225526373144,468.913592953878,468.36411988764576,468.656,468.94788011235426,0.1245604931353698,-0.05844846257349968,1,0,0,0,0.0
2024-01-04 21:20:00+01:00,468.32,468.44,468.13,468.23,6614.32,36.52699464463265,0.3961459067744015,469.49666605058826,468.86949018266006,468.2943063967048,468.614,468.9336936032951,0.13644219050013437,-0.1005750444206393,1,0,0,0,0.0
2024-01-04 21:25:00+01:00,468.23,468.33,468.07,468.27,7808.94,37.92129007591227,0.3766964915209142,469.47237563374495,468.830813396682,468.2615636837833,468.5653333333333,468.86910298288325,0.12965946387410784,0.013886041987996655,1,0,0,0,0.0
2024-01-04 21:30:00+01:00,468.26,468.68,468.16,468.5,10221.5,45.56137559920207,0.3971684213036382,469.4531206707005,468.8094705968961,468.2530834388394,468.5493333333333,468.84558322782726,0.12645408857435422,0.4167369605015475,1,0,1,1,473.3668
2024-01-04 21:35:00+01:00,468.51,468.64,468.43,468.52,7698.59,46.2010936923409,0.37043007540311557,469.4346430336569,468.79079507451576,468.2479352968001,468.5433333333333,468.8387313698665,0.1260920881881516,0.4605052667120711,1,0,1,1,473.3264
2024-01-04 21:40:00+01:00,468.52,468.64,468.2,468.34,10959.55,41.34282389605353,0.380368636059813,469.41296693398056,468.7617115213212,468.2228928629822,468.52733333333333,468.8317738036845,0.12995633282917105,0.19233175024779253,1,0,0,0,0.0
2024-01-04 21:45:00+01:00,468.34,468.52,467.81,467.84,15816.57,31.212683385541414,0.42745883090840825,469.3818190739017,468.70224626188116,468.0804596500863,468.47666666666663,468.87287368324695,0.16914695854520814,-0.3034520339414407,1,0,0,0,0.0
2024-01-04 21:50:00+01:00,467.83,467.97,467.05,467.25,34275.96,23.623446773393887,0.4978218550643522,469.3396048348145,468.608552954663,467.7871553125309,468.3926666666666,468.99817802080236,0.25854860557270126,-0.44355511161108047,1,0,0,0,0.0
2024-01-04 21:55:00+01:00,467.25,467.51,467.05,467.28,64071.39,24.658418420545615,0.492418732912299,469.29882058065976,468.5228398608138,467.58433401361447,468.3193333333333,469.05433265305214,0.31388809617889146,-0.20703013285162722,1,0,0,0,0.0
2024-01-05 15:30:00+01:00,467.48,468.11,467.13,468.07,17910.2,46.04930440233747,0.562073199639116,469.2744874998546,468.4936243859226,467.5528040422745,468.28066666666666,469.00852929105884,0.3108659725686619,0.3552840470118982,1,0,0,0,0.0
2024-01-05 15:35:00+01:00,468.07,468.44,467.91,467.92,13321.46,43.44690165177645,0.5574913139763812,469.247665965204,468.4566163610244,467.5179171477697,468.21799999999996,468.9180828522302,0.29904140901471227,0.28716804800274215,1,0,0,0,0.0
2024-01-05 15:40:00+01:00,467.92,468.21,467.55,468.02,7548.66,45.719192735359364,0.5721354119797508,469.2233557480713,468.42844756353895,467.4960442492414,468.17400000000004,468.8519557507587,0.28961700169537646,0.38642326595229715,1,0,2,0,462.8745
2024-01-05 15:45:00+01:00,468.02,468.44,468.02,468.38,7487.82,53.23519168583094,0.5504017816969315,469.20665563424814,468.42532191427836,467.49512111046135,468.16799999999995,468.84087888953854,0.28745189314032343,0.6575320635675004,1,0,0,0,0.0
2024-01-05 15:50:00+01:00,468.39,468.59,468.26,468.37,9550.27,53.00865310676976,0.5189158128830819,469.1900881959462,468.42175275851844,467.53045478623466,468.1273333333333,468.72421188043194,0.25500691995424624,0.7032797692648554,1,0,1,1,473.2759
2024-01-05 15:55:00+01:00,468.39,468.48,468.01,468.17,8646.36,48.428963826760125,0.5119278396140741,469.1698884296899,468.40551064506565,467.5312981231689,468.09933333333333,468.6673685434978,0.24269857686806634,0.5622027168405838,1,0,0,0,0.0
2024-01-05 16:00:00+01:00,468.15,469.84,468.15,469.75,18248.92,70.6708991808691,0.6802238625263488,469.1813757875178,468.49225189377114,467.35541547832867,468.194,469.03258452167137,0.3582209604016072,1.4277538279020339,1,1,0,0,0.0
2024-01-05 16:05:00+01:00,469.75,470.27,469.62,470.16,14149.87,73.91465106580254,0.6759061678797244,469.2007544847947,468.5998485457859,467.20662276072613,468.3226666666667,469.43871057260725,0.4766132350091493,1.3231456323328523,1,1,0,0,0.0
2024-01-05 16:10:00+01:00,470.17,470.42,469.58,469.73,14684.16,65.47599863720444,0.6993481438969111,469.21123459400667,468.672761542832,467.1867482008984,468.42,469.6532517991016,0.5265581312077173,1.031116192554642,1,1,0,0,0.0
2024-01-05 16:15:00+01:00,469.71,469.78,469.15,469.4,10903.47,59.667262409380314,0.6894412661973518,469.2149725228382,468.71968015297193,467.1931783340388,468.4800000000001,469.76682166596134,0.5493603423673453,0.8574698904811539,1,0,2,0,464.45849999999996
2024-01-05 16:20:00+01:00,469.39,469.79,469.16,469.73,7310.08,63.28623989433115,0.6809496567405866,469.22517108674236,468.7848620785867,467.19121276091164,468.56066666666663,469.93012057242163,0.5845364338826256,0.9269341700437584,1,0,0,0,0.0
2024-01-05 16:25:00+01:00,469.74,469.95,469.41,469.49,8876.19,59.007736062685346,0.6608139914919262,469.23041522363854,468.83035484771017,467.22863748255935,468.6373333333333,470.0460291841072,0.6011880618874887,0.8026439902546265,1,0,1,1,474.6495
2024-01-05 16:30:00+01:00,469.47,470.0,469.23,469.92,8275.55,63.87026414977916,0.6764119927073627,469.24407036772493,468.9006545349547,467.32942335149903,468.77599999999995,470.2225766485009,0.6171718042309857,0.8954163096665433,1,0,0,0,0.0
2024-01-05 16:35:00+01:00,469.94,470.06,469.68,469.69,5852.48,59.664064118367236,0.634067422320596,469.25290065747294,468.95158004882865,467.59365514255677,468.9386666666667,470.2836781907766,0.5736406996124185,0.7793036787660735,1,0,0,0,0.0
2024-01-05 16:40:00+01:00,469.7,470.12,469.55,470.08,9194.69,64.11634125340542,0.6249149334176527,469.2692788622754,469.024381336001,467.89513985262033,469.12533333333334,470.35552681404636,0.5244626087327107,0.8880148454832165,1,0,0,0,0.0
2024-01-05 16:45:00+01:00,470.07,470.23,469.89,469.99,5833.4,62.3516315781776,0.5842128000722783,469.28355056797295,469.08667931432353,468.06102464847476,469.25333333333333,470.4456420181919,0.5081727076455819,0.8089244740149061,1,0,2,0,465.1911
