Open,High,Low,Close,Volume,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,VWAP_D,ATR,BubbleSignal,TotalSignal,pointpos
90.92,91.04,90.54,90.56,50737.9,89.95252394690907,90.4745,90.99647605309094,90.35064389853369,0.4838601113883086,0,0,0.0
90.57,90.72,90.29,90.47,47010.5,89.95077689336162,90.4725,90.99422310663837,90.36253112571696,0.4761658097613256,0,0,0.0
90.45,90.65,90.37,90.5,33859.0,89.94895676509068,90.4665,90.98404323490931,90.37069003813232,0.448142122652313,0,0,0.0
90.5,90.96,90.49,90.91,45232.0,89.93185092929244,90.482,91.03214907070756,90.39993446960318,0.45126467655914937,0,0,0.0
90.92,91.19,90.83,90.98,51955.4,89.92146119720547,90.511,91.10053880279452,90.44477093287378,0.43822686562204183,0,0,0.0
91.0,91.11,90.76,90.84,33751.8,89.92135018338385,90.52799999999999,91.13464981661613,90.46599909485725,0.42562302767596366,0,0,0.0
90.82,90.94,90.67,90.76,30182.8,89.94320514174855,90.55,91.15679485825144,90.47887880632938,0.403391166579289,0,0,0.0
90.78,91.08,90.7,90.93,33874.8,89.96599350652743,90.58200000000001,91.19800649347259,90.49700690255544,0.4000495713536617,0,0,0.0
90.92,91.09,90.83,90.95,26303.7,89.97311938772933,90.60650000000001,91.2398806122707,90.51176153995472,0.38004248973163945,0,0,0.0
90.97,90.99,90.73,90.79,27804.2,90.0003822819579,90.62800000000001,91.25561771804213,90.52242384202417,0.36289356262706585,0,0,0.0
90.79,90.82,90.54,90.68,28742.1,90.00834219864394,90.63499999999999,91.26165780135604,90.52759400877191,0.3510516251088807,0,0,0.0
90.68,90.9,90.61,90.63,28588.0,90.0065464901524,90.63300000000001,91.25945350984762,90.53346398681892,0.3423299643790219,0,0,0.0
90.67,90.67,90.18,90.35,42763.5,89.98602764765805,90.6235,91.26097235234197,90.52743941939791,0.3634256837534872,0,0,0.0
90.33,90.35,89.53,90.26,46793.8,90.13007692876698,90.65,91.16992307123303,90.50480976134291,0.4286505860745242,0,0,0.0
90.22,90.24,89.86,90.05,47450.0,90.09332334354019,90.64250000000001,91.19167665645983,90.48409086152405,0.42455764520673006,0,0,0.0
90.05,90.05,89.85,89.91,33167.3,90.04165915074266,90.633,91.22434084925733,90.46719729761273,0.39247798160573016,0,0,0.0
89.96,90.12,89.9,89.97,33001.8,89.93918279863631,90.59349999999999,91.24781720136367,90.45317956246619,0.36783826994774294,0,0,0.0
89.97,89.99,89.8,89.89,31826.4,89.836742087556,90.5595,91.282257912444,90.43754423171227,0.34243280281232813,0,0,0.0
89.9,90.04,89.74,89.75,29459.7,89.71391214141512,90.50500000000001,91.2960878585849,90.42257031542616,0.3363709738391354,0,0,0.0
89.74,89.95,89.74,89.81,19723.4,89.62751520695306,90.4495,91.27148479304694,90.41279406625948,0.3183179775763911,0,0,0.0
89.81,89.88,89.54,89.75,35192.3,89.534633943934,90.409,91.28336605606601,90.39297023854704,0.32141540935119256,0,0,0.0
89.78,89.91,89.69,89.8,27217.2,89.46256024295114,90.3755,91.28843975704886,90.38007126582464,0.30692749372958655,0,0,0.0
89.8,89.86,89.57,89.66,30298.0,89.37137163018626,90.3335,91.29562836981374,90.36391357423824,0.3045092803396455,0,0,0.0
89.63,89.92,89.63,89.86,24055.4,89.33599417991186,90.28099999999999,91.22600582008812,90.35358450906237,0.30243652600541066,0,0,0.0
89.86,90.0,89.84,89.85,21267.7,89.3191277008874,90.2245,91.1298722991126,90.34626045606896,0.2820884508617739,0,0,0.0
89.86,89.98,89.74,89.94,19505.7,89.31230970946368,90.17949999999999,91.0466902905363,90.33960174255937,0.2760758150243774,0,0,0.0
89.94,90.2,89.9,90.19,29923.7,89.32553285952713,90.151,90.97646714047286,90.33431956441147,0.279493555735181,0,0,0.0
90.19,90.22,90.01,90.04,21344.1,89.36180476032108,90.1065,90.85119523967892,90.33058826740849,0.2695659049158666,0,0,0.0
90.03,90.2,89.92,90.15,23674.0,89.42912177633649,90.06649999999999,90.7038782236635,90.32658075583603,0.2710564899278861,0,0,0.0
90.15,90.28,90.11,90.22,18087.7,89.48752384247776,90.038,90.58847615752224,90.3250319475041,0.2566198485096149,0,0,0.0
90.21,90.33,90.01,90.26,32025.8,89.5387908407397,90.017,90.4952091592603,90.32231049845602,0.2656741558653843,0,0,0.0
90.27,90.32,90.14,90.19,16163.7,89.59803652560916,89.995,90.39196347439085,90.32116255836829,0.25343499074175563,0,0,0.0
90.18,90.36,90.15,90.26,18873.5,89.60795719193736,89.99050000000001,90.37304280806266,90.32035449911137,0.24722999206436053,0,0,0.0
90.27,90.32,90.19,90.3,10717.7,89.60397072182337,89.9925,90.38102927817664,90.31999876981914,0.23048285034087854,0,0,0.0
90.32,90.34,90.16,90.22,13335.1,89.6005552472557,90.001,90.40144475274431,90.31930172824721,0.22327101457789642,0,0,0.0
90.23,90.4,90.01,90.38,23248.4,89.59412922961654,90.0245,90.45487077038347,90.31846426169642,0.24708944106676975,0,0,0.0
90.37,90.52,90.29,90.31,29213.1,89.59454250761348,90.0415,90.48845749238652,90.31947688267896,0.24464809234294393,0,0,0.0
90.31,90.35,90.23,90.32,15035.3,89.60600547049178,90.063,90.51999452950822,90.31929362273692,0.22684122200823556,0,0,0.0
90.31,90.33,90.14,90.19,12687.0,89.64849112265563,90.085,90.52150887734436,90.31851148756603,0.22157819029277284,0,0,0.0
90.17,90.18,89.94,89.97,15065.0,89.67133188405994,90.09299999999999,90.51466811594004,90.31583792405961,0.22563844882237682,0,0,0.0
89.99,90.03,89.93,89.95,14327.8,89.70555314820666,90.103,90.50044685179333,90.31281658411548,0.20769009899060742,0,0,0.0
89.93,90.08,89.87,90.03,18909.0,89.74014856084098,90.11449999999999,90.488851439159,90.30917504057908,0.2080200848490912,0,0,0.0
90.03,90.04,89.86,90.0,15124.7,89.81481245682782,90.13149999999999,90.44818754317215,90.30608057784244,0.2040172155849362,0,0,0.0
90.0,90.11,89.91,90.1,15961.6,89.85165929002207,90.1435,90.43534070997794,90.30356755941908,0.20344332764423143,0,0,0.0
90.11,90.2,90.09,90.15,16457.7,89.89955792153374,90.15849999999999,90.41744207846624,90.30205437494216,0.19009428083791238,0,0,0.0
90.15,90.21,90.1,90.17,11456.9,89.93125327227285,90.17,90.40874672772715,90.30110701926593,0.1786522407182104,0,0,0.0
90.17,90.33,90.15,90.28,18327.4,89.93106828472769,90.1745,90.4179317152723,90.30060273859463,0.178844777758465,0,0,0.0
90.28,90.29,90.2,90.25,11009.4,89.94763951466089,90.185,90.42236048533911,90.3002628938301,0.16615266665011325,0,0,0.0
90.22,90.25,90.15,90.24,10855.9,89.95155252680388,90.1895,90.42744747319611,90.29972613277302,0.15670228570009617,0,0,0.0
90.25,90.44,90.13,90.37,21398.1,89.94655240068946,90.197,90.44744759931055,90.29988975331644,0.17860195917151145,0,0,0.0
90.4,90.53,90.35,90.47,26159.6,89.9311035456081,90.2075,90.4838964543919,90.30206444402614,0.17880167928986795,0,0,0.0
90.47,90.49,90.32,90.35,13535.7,89.93241167456002,90.21549999999999,90.49858832543997,90.30269391421977,0.17754429653417275,0,0,0.0
90.35,90.54,90.32,90.52,19789.5,89.9160724083881,90.2285,90.54092759161189,90.30438666996045,0.18360939702929283,0,0,0.0
90.52,90.58,90.43,90.45,16212.8,89.91015341032872,90.236,90.56184658967129,90.30597960850628,0.17880805459653545,0,0,0.0
90.46,90.47,90.38,90.43,10247.9,89.91003157651808,90.2465,90.58296842348192,90.30664259581589,0.1661211896541737,0,0,0.0
90.43,90.47,90.35,90.4,9380.2,89.90933583868126,90.2475,90.58566416131875,90.3071430311496,0.15953244827500665,0,0,0.0
90.4,90.52,90.38,90.44,11630.0,89.90641403940838,90.254,90.60158596059163,90.30800317913297,0.15674209852143436,0,0,0.0
90.44,90.45,90.27,90.27,14197.4,89.90513169890937,90.2515,90.59786830109061,90.30816748694919,0.16006465587551613,0,0,0.0
90.26,90.34,90.22,90.24,10888.0,89.90872329936643,90.254,90.59927670063358,90.30793110541784,0.1543411336075859,0,0,0.0
90.22,90.25,90.08,90.16,22439.3,89.94024932327928,90.2635,90.58675067672071,90.30625341696529,0.15657811452078815,0,0,0.0
90.17,90.24,90.06,90.22,17141.6,89.98633868506387,90.277,90.56766131493613,90.30508566641664,0.1599240981606745,0,0,0.0
90.21,90.3,90.11,90.2,16552.6,90.01498382673046,90.2855,90.55601617326954,90.30422971340786,0.1642206555662921,0,0,0.0
90.19,90.35,90.12,90.33,18806.4,90.06496835654201,90.30199999999999,90.53903164345797,90.30387410277314,0.17361770477110605,0,0,0.0
90.34,90.42,90.28,90.33,16541.4,90.09520890993815,90.3135,90.53179109006186,90.30419996033729,0.16881517551809097,0,0,0.0
90.33,90.41,90.26,90.36,15529.5,90.11834008654968,90.324,90.52965991345032,90.30450102350554,0.16612729330121961,0,0,0.0
90.38,90.55,90.34,90.46,24560.8,90.13747512591624,90.3385,90.53952487408375,90.30625007663835,0.17239482282961593,0,0,0.0
90.43,90.54,90.38,90.44,17405.9,90.14270843982052,90.3465,90.55029156017949,90.30749251863129,0.17062413385395805,0,0,0.0
90.42,90.49,90.34,90.42,19518.8,90.15385328737364,90.35499999999999,90.55614671262634,90.3085169781152,0.1676778290176771,0,0,0.0
90.42,90.53,90.38,90.41,19518.9,90.1682283942802,90.3635,90.5587716057198,90.30973931399998,0.16515242487229548,0,0,0.0
90.43,90.48,90.22,90.34,27525.9,90.16649040944141,90.362,90.55750959055858,90.3102171717003,0.17870207846196826,0,0,0.0
90.36,90.53,90.32,90.32,40367.6,90.16471327759723,90.3545,90.54428672240277,90.31170306148765,0.18317321011025964,0,0,0.0
90.54,91.07,90.39,90.48,116412.4,90.16352595107107,90.361,90.55847404892894,90.64666666666666,0.264148465808794,0,0,0.0
90.49,90.64,89.84,89.95,73560.3,90.07858072148734,90.3325,90.58641927851265,90.45176839444122,0.3406986849789658,0,0,0.0
89.95,89.99,89.04,89.33,98212.0,89.77632902923061,90.2765,90.77667097076939,90.11150638809069,0.42774172998196913,0,0,0.0
89.32,89.35,88.35,88.45,113888.4,89.24290115557508,90.17750000000001,91.11209884442493,89.71641389339402,0.5094929114131164,0,0,0.0
88.46,88.9,88.4,88.85,89319.5,89.00821247488331,90.1,91.19178752511668,89.53469173799796,0.5081367812112426,2,0,0.0
88.85,89.17,88.78,89.1,59861.2,88.87070743786238,90.03299999999999,91.1952925621376,89.47843887878867,0.49126009818106514,0,0,0.0
89.08,89.37,88.99,89.33,60818.2,88.79030104123136,89.986,91.18169895876865,89.45375288528146,0.47536579844091437,0,0,0.0
89.32,89.4,89.03,89.18,46835.6,88.69385351955451,89.93299999999999,91.17214648044548,89.43595289334448,0.4603135415207844,0,0,0.0
89.16,89.34,88.66,88.67,58497.1,88.5086811232612,89.8585,91.20831887673882,89.39143595472216,0.49169732130353044,0,0,0.0
