Date,Open,High,Low,Close,Volume,RSI,ATR,EMA_slow,EMA_fast,BBL_15_1.5,BBM_15_1.5,BBU_15_1.5,BBB_15_1.5,BBP_15_1.5,EMASignal,TechnicalSignal,LSTMsignal,TotalSignal,pointpos
2024-05-16 21:00:00+02:00,530.1,530.17,529.9,530.11,2754.79,56.197811709179895,0.32029290150851786,529.4297299477508,530.0002231181126,529.3372689614769,529.774,530.2107310385231,0.16487447044329653,0.8846761168341071,2,0,0,0,0.0
2024-05-16 21:05:00+02:00,530.12,530.2,530.02,530.17,3307.02,57.83219464249521,0.30025105843588157,529.4443887606666,530.0111764653311,529.3311120596111,529.7866666666666,530.2422212737222,0.17197662218334922,0.9207325833130969,2,0,0,0,0.0
2024-05-16 21:10:00+02:00,530.17,530.17,529.93,530.04,4626.19,53.06547449618112,0.2916437643736141,529.4561830426335,530.013036048213,529.3312978997084,529.786,530.2407021002915,0.1716550079811735,0.7793037461638576,2,0,0,0,0.0
2024-05-16 21:15:00+02:00,530.04,530.14,529.87,530.05,3506.23,53.39380239872659,0.2885517980345238,529.4679417942646,530.0154208192961,529.3343666678512,529.7993333333333,530.2642999988153,0.17552557590309747,0.7695533736884248,2,0,0,0,0.0
2024-05-16 21:20:00+02:00,530.05,530.1,529.87,529.92,2307.9,48.49373720552043,0.28018725545816586,529.4768934419029,530.009264637406,529.3622952085447,529.8213333333333,530.280371458122,0.17328034788658161,0.6074711024406421,2,0,0,0,0.0
2024-05-16 21:25:00+02:00,529.92,530.0,529.82,529.89,3261.79,47.378850038003606,0.26587479039270645,529.485073769786,530.0015701446702,529.5135556241718,529.8733333333333,530.2331110424949,0.13579762804754442,0.5231624503717754,2,0,0,0,0.0
2024-05-16 21:30:00+02:00,529.89,529.94,529.38,529.58,4998.2,37.48436222850854,0.3078926774794711,529.4869534971169,529.9743720708204,529.5778461917427,529.89,530.2021538082573,0.11781834277202256,0.003449915074581096,2,0,0,0,0.0
2024-05-16 21:35:00+02:00,529.58,529.69,528.91,529.19,9511.76,29.014379975545086,0.37533658069670184,529.4810732298473,529.9237674210901,529.4605754138645,529.86,530.2594245861355,0.15076608392236587,-0.3387065083828234,2,2,0,0,0.0
2024-05-16 21:40:00+02:00,529.19,529.31,528.92,529.04,6221.52,26.459351671678416,0.3774313548828854,529.472339106484,529.8667501681166,529.3458068149952,529.8313333333333,530.3168598516714,0.18327587962136382,-0.3149228759346939,2,2,0,0,0.0
2024-05-16 21:45:00+02:00,529.04,529.26,528.91,529.05,7533.95,26.935949868942814,0.3735125898996193,529.4639759558605,529.8140566088832,529.2257029510091,529.7906666666667,530.3556303823242,0.213278093105028,-0.15549932335447655,2,2,0,0,0.0
