Date,Open,High,Low,Close,Volume
2022-06-27 15:30:00+02:00,142.68,143.49,141.71,141.76,60887.98
2022-06-27 15:45:00+02:00,141.76,142.18,141.29,141.89,33406.94
2022-06-27 16:00:00+02:00,141.91,142.64,141.87,142.09,27810.34
2022-06-27 16:15:00+02:00,142.09,142.34,141.69,141.96,28002.0
2022-06-27 16:30:00+02:00,141.96,142.55,141.88,142.35,16328.24
2022-06-27 16:45:00+02:00,142.34,142.95,142.14,142.84,20909.1
2022-06-27 17:00:00+02:00,142.84,142.93,142.22,142.36,16228.44
2022-06-27 17:15:00+02:00,142.36,142.96,142.24,142.88,12464.87
2022-06-27 17:30:00+02:00,142.88,142.9,142.45,142.85,12103.71
2022-06-27 17:45:00+02:00,142.86,143.09,142.71,143.03,12437.72
2022-06-27 18:00:00+02:00,143.05,143.07,142.63,142.74,13639.57
2022-06-27 18:15:00+02:00,142.75,142.85,142.31,142.34,13399.11
2022-06-27 18:30:00+02:00,142.33,142.5,142.07,142.5,13613.2
2022-06-27 18:45:00+02:00,142.51,142.61,142.35,142.55,10947.61
2022-06-27 19:00:00+02:00,142.55,142.58,142.05,142.39,11615.27
2022-06-27 19:15:00+02:00,142.39,142.46,142.12,142.16,9062.45
2022-06-27 19:30:00+02:00,142.16,142.19,141.8,141.85,10631.0
2022-06-27 19:45:00+02:00,141.85,141.88,141.56,141.68,11953.8
2022-06-27 20:00:00+02:00,141.68,141.84,141.5,141.71,12643.34
2022-06-27 20:15:00+02:00,141.73,141.92,141.59,141.69,11213.05
2022-06-27 20:30:00+02:00,141.67,142.06,141.61,141.79,12200.05
2022-06-27 20:45:00+02:00,141.8,141.94,141.59,141.61,10504.32
2022-06-27 21:00:00+02:00,141.62,141.83,141.09,141.78,19810.99
2022-06-27 21:15:00+02:00,141.78,141.85,141.58,141.68,14540.74
2022-06-27 21:30:00+02:00,141.69,141.69,141.17,141.6,18424.72
2022-06-27 21:45:00+02:00,141.6,141.77,140.96,141.71,41609.16
2022-06-28 15:30:00+02:00,142.17,143.43,141.89,142.92,45000.27
2022-06-28 15:45:00+02:00,142.92,143.15,142.13,142.4,26143.44
2022-06-28 16:00:00+02:00,142.4,142.55,141.45,141.77,25710.42
2022-06-28 16:15:00+02:00,141.76,141.78,141.18,141.41,20772.52
2022-06-28 16:30:00+02:00,141.42,141.42,140.63,141.02,23846.47
2022-06-28 16:45:00+02:00,141.01,141.02,140.37,140.8,19394.48
2022-06-28 17:00:00+02:00,140.79,141.03,140.6,140.93,12795.07
2022-06-28 17:15:00+02:00,140.93,140.98,139.75,139.76,18287.77
2022-06-28 17:30:00+02:00,139.76,139.97,139.19,139.25,18807.33
2022-06-28 17:45:00+02:00,139.25,139.36,138.83,139.05,19795.75
2022-06-28 18:00:00+02:00,139.06,139.21,138.81,138.97,17882.24
2022-06-28 18:15:00+02:00,138.97,139.26,138.65,139.21,16730.19
2022-06-28 18:30:00+02:00,139.2,139.4,138.85,139.31,12437.38
2022-06-28 18:45:00+02:00,139.32,139.43,139.09,139.31,13997.09
2022-06-28 19:00:00+02:00,139.3,139.31,138.5,138.6,14824.86
2022-06-28 19:15:00+02:00,138.6,139.07,138.55,139.01,10389.49
2022-06-28 19:30:00+02:00,139.01,139.08,138.68,138.8,8579.78
2022-06-28 19:45:00+02:00,138.78,138.98,138.77,138.82,7611.27
2022-06-28 20:00:00+02:00,138.82,139.08,138.32,138.37,11603.48
2022-06-28 20:15:00+02:00,138.37,138.46,138.12,138.2,10952.02
2022-06-28 20:30:00+02:00,138.19,138.21,137.58,137.77,14860.31
2022-06-28 20:45:00+02:00,137.78,138.14,137.72,138.01,13208.07
2022-06-28 21:00:00+02:00,138.01,138.25,137.51,137.68,16502.12
2022-06-28 21:15:00+02:00,137.69,137.93,137.53,137.75,18211.09
