,price
2019-02-19,86.12589185560071
2019-02-20,86.11663173447828
2019-02-21,86.88529758358474
2019-02-22,87.97807164655988
2019-02-23,87.97807164655988
2019-02-24,87.97807164655988
2019-02-25,88.83933032140027
2019-02-26,89.30237191197281
2019-02-27,86.74637417579432
2019-02-28,84.64415684320964
2019-03-01,85.36650523634205
2019-03-02,85.36650523634205
2019-03-03,85.36650523634205
2019-03-04,87.74654402233124
2019-03-05,86.48706128388254
2019-03-06,86.11664668048391
2019-03-07,86.12588719687389
2019-03-08,85.45910949566378
2019-03-09,85.45910949566378
2019-03-10,85.45910949566378
2019-03-11,86.6815488850744
2019-03-12,87.78358771942027
2019-03-13,87.46871515782333
2019-03-14,86.24628690260016
2019-03-15,86.73913669708737
2019-03-16,86.73913669708737
2019-03-17,86.73913669708737
2019-03-18,86.77628812105436
2019-03-19,86.18195820048551
2019-03-20,86.03340888742923
2019-03-21,84.92838474684645
2019-03-22,87.07341697293387
2019-03-23,87.07341697293387
2019-03-24,87.07341697293387
2019-03-25,83.60049776350138
2019-03-26,83.05266505559446
2019-03-27,82.71837887782318
2019-03-28,81.15833611326786
2019-03-29,80.85191218116219
2019-03-30,80.85191218116219
2019-03-31,80.85191218116219
2019-04-01,83.57265901092202
2019-04-02,87.6027166845098
2019-04-03,87.9277275937797
2019-04-04,88.85631714465742
2019-04-05,90.75062857207651
2019-04-06,90.75062857207651
2019-04-07,90.75062857207651
2019-04-08,90.7691882056571
2019-04-09,91.46565971007205
2019-04-10,90.49060931373785
2019-04-11,91.18706343237601
2019-04-12,92.09706982933764
2019-04-13,92.09706982933764
2019-04-14,92.09706982933764
2019-04-15,93.22995185237139
2019-04-16,93.40638200525076
2019-04-17,94.80853065497948
2019-04-18,94.88282606741407
2019-04-19,94.88282606741407
2019-04-20,94.88282606741407
2019-04-21,94.88282606741407
2019-04-22,93.07209416089245
2019-04-23,91.47492539773933
2019-04-24,91.79063734317509
2019-04-25,92.31992144496385
2019-04-26,89.70131093142861
2019-04-27,89.70131093142861
2019-04-28,89.70131093142861
2019-04-29,91.41921065432872
2019-04-30,97.7057206279583
2019-05-01,98.98716421028146
2019-05-02,97.43643949675246
2019-05-03,99.43288804109041
2019-05-04,99.43288804109041
2019-05-05,99.43288804109041
2019-05-06,97.24142917603571
2019-05-07,97.02784876166122
2019-05-08,93.96352182701689
2019-05-09,92.96995309662951
2019-05-10,92.74707452998591
2019-05-11,92.74707452998591
2019-05-12,92.74707452998591
2019-05-13,89.54345520199367
2019-05-14,88.10415657867128
2019-05-15,90.52775677253815
2019-05-16,91.35420905107253
2019-05-17,89.58989934443775
2019-05-18,89.58989934443775
2019-05-19,89.58989934443775
2019-05-20,86.17269788946643
2019-05-21,87.58415037395913
2019-05-22,88.66130559596948
2019-05-23,85.1326747699768
2019-05-24,86.07984294953172
2019-05-25,86.07984294953172
2019-05-26,86.07984294953172
2019-05-27,86.07984294953172
2019-05-28,85.95913702545558
2019-05-29,82.17050283876095
2019-05-30,82.8390657981758
2019-05-31,82.88550156187412
2019-06-01,82.88550156187412
2019-06-02,82.88550156187412
2019-06-03,84.65910210842327
2019-06-04,85.20698185675948
2019-06-05,88.33629890185216
2019-06-06,86.599855956285
2019-06-07,86.18198955753611
2019-06-08,86.18198955753611
2019-06-09,86.18198955753611
2019-06-10,87.21272212394392
2019-06-11,90.90849621951342
2019-06-12,90.53705451835339
2019-06-13,87.81830014790222
2019-06-14,85.55580056432014
2019-06-15,85.55580056432014
2019-06-16,85.55580056432014
2019-06-17,84.72715251423855
2019-06-18,84.9692420439571
2019-06-19,88.59109154159017
2019-06-20,91.71017323419143
2019-06-21,91.36566578425939
2019-06-22,91.36566578425939
2019-06-23,91.36566578425939
2019-06-24,91.78465545104042
2019-06-25,91.05841477222245
2019-06-26,90.43458839755505
2019-06-27,91.51463337325873
2019-06-28,94.38232399495314
