,Open,High,Low,Close
2019-07-11,49.12000462480116,49.38093470976125,48.733444403285446,48.743106842041016
2019-07-12,48.91222528374423,49.28670836401541,48.85182490584715,49.11758804321289
2019-07-13,48.91222528374423,49.28670836401541,48.85182490584715,49.11758804321289
2019-07-14,48.91222528374423,49.28670836401541,48.85182490584715,49.11758804321289
2019-07-15,49.30846333667461,49.738513834607765,49.28672008023412,49.57905960083008
2019-07-16,49.42925591762678,49.79649127382315,49.16591113587172,49.40751266479492
2019-07-17,49.298800994889234,49.55006500509401,49.1103520655988,49.12968063354492
2019-07-18,49.28671142459334,49.74092347427965,49.21423022930665,49.68777084350586
2019-07-19,49.719184451545495,49.89072318481867,48.89049285293359,48.94606018066406
2019-07-20,49.719184451545495,49.89072318481867,48.89049285293359,48.94606018066406
2019-07-21,49.719184451545495,49.89072318481867,48.89049285293359,48.94606018066406
2019-07-22,49.20215880801692,50.06709288070871,49.19249636718934,50.06467819213867
2019-07-23,50.36425624293502,50.47297619342853,50.08157921048643,50.45606231689453
2019-07-24,50.17339554074374,50.53096481743829,50.05259476070057,50.41499710083008
2019-07-25,50.46815117237321,50.55271319542407,49.946290902993475,50.016357421875
2019-07-26,50.12748504450786,50.67108849386523,50.04534140804287,50.190303802490234
2019-07-27,50.12748504450786,50.67108849386523,50.04534140804287,50.190303802490234
2019-07-28,50.12748504450786,50.67108849386523,50.04534140804287,50.190303802490234
2019-07-29,50.364261337915615,50.890950953677226,50.359428274624584,50.65901184082031
2019-07-30,50.436741033179885,50.774985433767355,50.08641950366386,50.44157409667969
2019-07-31,52.28740912955386,53.48333611325495,51.05041032307242,51.470794677734375
2019-08-01,51.67857067662231,52.676386269522744,49.948706360105064,50.35700988769531
2019-08-02,49.65636669906418,49.87380662129538,48.71412212066618,49.29154968261719
2019-08-03,49.65636669906418,49.87380662129538,48.71412212066618,49.29154968261719
2019-08-04,49.65636669906418,49.87380662129538,48.71412212066618,49.29154968261719
2019-08-05,47.83469209240883,47.99414631323554,46.52762682539594,46.71124267578125
2019-08-06,47.42880290479465,47.85402402100106,46.88036631689517,47.59550857543945
2019-08-07,47.211367640404276,48.21401276542635,46.82722199663852,48.08837890625
2019-08-08,48.36863384667004,49.1731675216464,48.1729371637253,49.14900588989258
2019-08-09,48.81917229887961,49.17324866907233,48.33170577338111,48.74399185180664
2019-08-10,48.81917229887961,49.17324866907233,48.33170577338111,48.74399185180664
2019-08-11,48.81917229887961,49.17324866907233,48.33170577338111,48.74399185180664
2019-08-12,48.4117448043967,49.001069155056136,48.29776033535051,48.62031173706055
2019-08-13,48.75127285442709,51.448088616917715,48.62031024693691,50.67930221557617
2019-08-14,49.27026365840355,50.065727340930245,49.13202576391036,49.17082977294922
2019-08-15,49.343025768655046,49.75045680746753,48.4238746670899,48.9258918762207
2019-08-16,49.54188667970358,50.24034407344696,49.43517750004232,50.08028030395508
2019-08-17,49.54188667970358,50.24034407344696,49.43517750004232,50.08028030395508
2019-08-18,49.54188667970358,50.24034407344696,49.43517750004232,50.08028030395508
2019-08-19,51.07945846936586,51.59117478806971,50.936372845317706,51.013980865478516
2019-08-20,51.14251437694395,51.74153785008488,51.00670404629003,51.01640319824219
2019-08-21,51.65423068854102,51.81429074937784,51.317128724701995,51.5693473815918
2019-08-22,51.702730175953725,52.00587953558519,51.110982033864516,51.525691986083984
2019-08-23,50.790855505035736,51.4262590913498,48.7464179608538,49.14414978027344
2019-08-24,50.790855505035736,51.4262590913498,48.7464179608538,49.14414978027344
2019-08-25,50.790855505035736,51.4262590913498,48.7464179608538,49.14414978027344
2019-08-26,49.92506948650281,50.247620898315255,49.731053126695144,50.077857971191406
2019-08-27,50.41010836314897,50.57744742665321,49.3599983810689,49.512786865234375
2019-08-28,49.49823063511788,49.89111103462969,49.3090657242008,49.84503173828125
2019-08-29,50.565319369069755,50.764187149569025,50.11908434526468,50.689002990722656
2019-08-30,50.9679048120043,51.03823384676917,50.250045382015735,50.62352752685547
2019-08-31,50.9679048120043,51.03823384676917,50.250045382015735,50.62352752685547
2019-09-01,50.9679048120043,51.03823384676917,50.250045382015735,50.62352752685547
2019-09-02,50.9679048120043,51.03823384676917,50.250045382015735,50.62352752685547
2019-09-03,50.06330301545373,50.19668949230557,49.52733694558659,49.88626480102539
2019-09-04,50.53864583250254,50.80299123794772,50.279151853920446,50.732662200927734
2019-09-05,51.414138905061684,51.891902661686075,51.29530300652498,51.72456359863281
2019-09-06,51.91129996725446,52.00103099851305,51.5378178631302,51.71970748901367
2019-09-07,51.91129996725446,52.00103099851305,51.5378178631302,51.71970748901367
2019-09-08,51.91129996725446,52.00103099851305,51.5378178631302,51.71970748901367
2019-09-09,52.10289061216502,52.49092330817735,51.18859472435706,51.94040298461914
2019-09-10,51.86521214027571,52.57336852318668,51.34379677871575,52.5539665222168
2019-09-11,52.886228660827676,54.254038480379826,52.80376921915581,54.22493362426758
2019-09-12,54.518381982900806,54.9112623717366,54.047893581154675,54.10367202758789
2019-09-13,53.354296875,53.545885676443575,52.631589708030226,53.0511474609375
2019-09-14,53.354296875,53.545885676443575,52.631589708030226,53.0511474609375
2019-09-15,53.354296875,53.545885676443575,52.631589708030226,53.0511474609375
2019-09-16,52.80376551935402,53.38581449361638,52.762537651683736,53.33003234863281
2019-09-17,53.344597212597805,53.55316415550334,53.14087799587183,53.5240592956543
2019-09-18,53.61136345643233,54.045475461099706,53.21848302585074,54.02607345581055
2019-09-19,53.84175878401613,54.26616795569027,53.44402690829796,53.58711624145508
2019-09-20,53.68897428475315,53.9751455514841,52.74072204228254,52.803775787353516
2019-09-21,53.68897428475315,53.9751455514841,52.74072204228254,52.803775787353516
2019-09-22,53.68897428475315,53.9751455514841,52.74072204228254,52.803775787353516
2019-09-23,53.09964747127195,53.3154896932344,52.784371359273486,53.04386901855469
2019-09-24,53.604079140262336,53.95815920119378,52.6728052465311,52.7916374206543
2019-09-25,53.002632927837105,53.71806465148202,52.66067957397698,53.60408020019531
2019-09-26,53.35429112415064,53.58226005104246,53.07054374723868,53.327613830566406
2019-09-27,53.48524149742193,53.58710292980797,52.69462936907127,53.068111419677734
2019-09-28,53.48524149742193,53.58710292980797,52.69462936907127,53.068111419677734
2019-09-29,53.48524149742193,53.58710292980797,52.69462936907127,53.068111419677734
2019-09-30,53.57255625171346,54.46502993903237,53.54587895860071,54.31709289550781
2019-10-01,54.58386120316601,55.347796085830495,54.37286673894488,54.46744918823242
2019-10-02,54.09640921481888,54.222520414605434,52.8522827625098,53.102081298828125
2019-10-03,52.9735326484304,53.58711038839977,52.17322125827379,53.553157806396484
2019-10-04,54.722097475428626,55.170760011329,54.29768836870535,55.05434799194336
2019-10-05,54.722097475428626,55.170760011329,54.29768836870535,55.05434799194336
2019-10-06,54.722097475428626,55.170760011329,54.29768836870535,55.05434799194336
2019-10-07,54.87489374817145,55.76251239385769,54.77060842853181,55.06648254394531
2019-10-08,54.765760066024995,55.30900142528105,54.40440464715583,54.42137908935547
2019-10-09,55.059207916259766,55.243521424571824,54.72210592176728,55.059207916259766
2019-10-10,55.27746470002359,55.886190978593746,55.12467994013079,55.801307678222656
2019-10-11,56.49492171241401,57.63233885870892,56.33970936689844,57.28553771972656
2019-10-12,56.49492171241401,57.63233885870892,56.33970936689844,57.28553771972656
2019-10-13,56.49492171241401,57.63233885870892,56.33970936689844,57.28553771972656
2019-10-14,56.9678311891395,57.751171867680746,56.91205273821948,57.20307540893555
2019-10-15,57.3291808138703,57.63475403225259,56.96297772434088,57.06968688964844
2019-10-16,56.596774931875224,57.05028891646553,56.555547060649545,56.83929443359375
2019-10-17,57.01391063028128,57.270980718398164,56.63315692445364,57.05998992919922
2019-10-18,56.89265428521666,57.617788994662945,56.819897687856965,57.334041595458984
2019-10-19,56.89265428521666,57.617788994662945,56.819897687856965,57.334041595458984
2019-10-20,56.89265428521666,57.617788994662945,56.819897687856965,57.334041595458984
2019-10-21,57.60322683343799,58.444769709124294,57.55472367846847,58.3283576965332
2019-10-22,58.48601094764016,58.73822963147904,58.1125287978225,58.19498825073242
2019-10-23,58.71396571035089,58.990437760686234,58.50054739059958,58.97588348388672
2019-10-24,59.29844021817577,59.368772943831814,58.64363832368667,59.072898864746094
2019-10-25,58.97104077911716,59.836833444444316,58.90313561715243,59.80045700073242
2019-10-26,58.97104077911716,59.836833444444316,58.90313561715243,59.80045700073242
2019-10-27,58.97104077911716,59.836833444444316,58.90313561715243,59.80045700073242
2019-10-28,60.00417475452294,60.44798588735111,59.83441184319483,60.39948272705078
2019-10-29,60.38007606629204,60.56924096726262,58.827952853058115,59.0025634765625
2019-10-30,59.359071916199646,59.490034519454994,58.49813064542928,58.99529266357422
2019-10-31,59.96053175056192,60.4285926814121,57.54018410325033,60.329158782958984
2019-11-01,60.518314019380995,62.06801346656731,60.426159126339904,62.04133987426758
2019-11-02,60.518314019380995,62.06801346656731,60.426159126339904,62.04133987426758
2019-11-03,60.518314019380995,62.06801346656731,60.426159126339904,62.04133987426758
2019-11-04,62.4075370459745,62.533651917363585,61.934628481587886,62.448768615722656
2019-11-05,62.33963360230424,62.61610938079014,62.16259910660388,62.359039306640625
2019-11-06,62.27173863597307,62.44635299805422,61.93221276556775,62.38572311401367
2019-11-07,62.937886698081826,63.32951922563312,62.784639510054284,63.10572814941406
2019-11-08,62.92572276115377,63.351406064693734,62.47814806423108,63.27843475341797
2019-11-09,62.92572276115377,63.351406064693734,62.47814806423108,63.27843475341797
2019-11-10,62.92572276115377,63.351406064693734,62.47814806423108,63.27843475341797
2019-11-11,62.83084663150815,63.845192301316345,62.82598435233012,63.779518127441406
2019-11-12,63.62141321304718,63.92304531526395,63.4681734452215,63.72114562988281
2019-11-13,63.519234365937095,64.40708644501578,63.50464010670055,64.33168029785156
2019-11-14,64.1565559971209,64.43142697926757,63.7551989324206,63.88655471801758
2019-11-15,64.13954846537997,64.65037009385162,63.97657667180221,64.6455078125
2019-11-16,64.13954846537997,64.65037009385162,63.97657667180221,64.6455078125
2019-11-17,64.13954846537997,64.65037009385162,63.97657667180221,64.6455078125
2019-11-18,64.655216804642,65.05171162755732,64.27332366892571,64.97144317626953
2019-11-19,65.16605453822056,65.19038079183882,64.55550788538554,64.77442932128906
2019-11-20,64.59198873702049,64.72333713476871,63.34169214292427,64.02035522460938
2019-11-21,64.14196107651007,64.21980209112645,63.53140721706235,63.733306884765625
2019-11-22,63.87439816250043,64.01791338214478,63.44871478406532,63.6773681640625
2019-11-23,63.87439816250043,64.01791338214478,63.44871478406532,63.6773681640625
2019-11-24,63.87439816250043,64.01791338214478,63.44871478406532,63.6773681640625
2019-11-25,63.90358934021613,64.81090576539125,63.85737169191881,64.79387664794922
2019-11-26,64.93252282444725,64.98603759988016,63.852502755403854,64.28791809082031
2019-11-27,64.60168633928993,65.1854864456346,64.53601216782317,65.15142822265625
2019-11-28,64.60168633928993,65.1854864456346,64.53601216782317,65.15142822265625
2019-11-29,64.84980986053883,65.19035500650433,64.67953357589235,65.00791931152344
2019-11-30,64.84980986053883,65.19035500650433,64.67953357589235,65.00791931152344
2019-12-01,64.84980986053883,65.19035500650433,64.67953357589235,65.00791931152344
2019-12-02,65.01279080974909,65.2511761573915,64.08359051328215,64.25629425048828
2019-12-03,62.83328986312462,63.13005224575914,62.341932360836765,63.110595703125
2019-12-04,63.50466510460238,64.04953745945281,63.409794958894096,63.66763687133789
2019-12-05,64.16628435493995,64.67710578266794,63.908442501355545,64.60169219970703
2019-12-06,65.06388604589256,65.92011512717536,65.02009582584897,65.84957122802734
2019-12-07,65.06388604589256,65.92011512717536,65.02009582584897,65.84957122802734
2019-12-08,65.06388604589256,65.92011512717536,65.02009582584897,65.84957122802734
2019-12-09,65.67685748536404,65.87145261228567,64.43872798875415,64.92765808105469
2019-12-10,65.33630216963998,65.69387641298748,64.66979874546769,65.30711364746094
2019-12-11,65.38740292445203,65.94444214467153,65.3119967436795,65.86416625976562
2019-12-12,65.13684068338877,66.29956389039897,65.02494886823554,66.03199005126953
2019-12-13,66.03198885603383,66.96605871300119,65.90306792996789,66.92957305908203
2019-12-14,66.03198885603383,66.96605871300119,65.90306792996789,66.92957305908203
2019-12-15,66.03198885603383,66.96605871300119,65.90306792996789,66.92957305908203
2019-12-16,67.37958701490396,68.30149752226782,67.37472473517094,68.07527160644531
2019-12-17,68.00472596841944,68.53986617662244,67.81742058572057,68.20905303955078
2019-12-18,68.0606910672274,68.57151262865085,67.89528444301922,68.04609680175781
2019-12-19,67.98771068567558,68.39636491106045,67.85392746224441,68.11419677734375
2019-12-20,68.6517846424662,68.75394449499498,67.75906253047228,67.9731216430664
2019-12-21,68.6517846424662,68.75394449499498,67.75906253047228,67.9731216430664
2019-12-22,68.6517846424662,68.75394449499498,67.75906253047228,67.9731216430664
2019-12-23,68.23825166425111,69.14313306942792,68.19933115589288,69.08232116699219
2019-12-24,69.2501698976174,69.29882239401604,68.81962425547135,69.14800262451172
2019-12-25,69.2501698976174,69.29882239401604,68.81962425547135,69.14800262451172
2019-12-26,69.2817833245432,70.53694183335246,69.25259480022888,70.51991271972656
2019-12-27,70.81424506912526,71.50750226219995,70.08450221816837,70.49315643310547
2019-12-28,70.81424506912526,71.50750226219995,70.08450221816837,70.49315643310547
2019-12-29,70.81424506912526,71.50750226219995,70.08450221816837,70.49315643310547
2019-12-30,70.41044771187453,71.19614012663068,69.37908027074526,70.91153717041016
2019-12-31,70.52476807153369,71.43694648338911,70.42503567437159,71.42964935302734
2020-01-01,70.52476807153369,71.43694648338911,70.42503567437159,71.42964935302734
2020-01-02,72.0596662342271,73.12022962425974,71.80425922502661,73.05941772460938
2020-01-03,72.2810425616923,73.11538027556352,72.12293306325162,72.34915161132812
2020-01-04,72.2810425616923,73.11538027556352,72.12293306325162,72.34915161132812
2020-01-05,72.2810425616923,73.11538027556352,72.12293306325162,72.34915161132812
2020-01-06,71.46373056379144,72.96456443645592,71.21075092433249,72.92564392089844
2020-01-07,72.93536143574885,73.19320330474996,72.36130064765668,72.58265686035156
2020-01-08,72.28345385825853,74.05429599504163,72.28345385825853,73.75023651123047
2020-01-09,74.73539943290068,75.51135996612605,74.48242724260838,75.31676483154297
2020-01-10,75.55272690915413,76.05625136180505,74.98109340662745,75.48704528808594
2020-01-11,75.55272690915413,76.05625136180505,74.98109340662745,75.48704528808594
2020-01-12,75.55272690915413,76.05625136180505,74.98109340662745,75.48704528808594
2020-01-13,75.80570529565041,77.12653832475345,75.68650889286107,77.09977722167969
2020-01-14,77.03650712201691,77.248131316706,75.93459594496302,76.05864715576172
2020-01-15,75.8567704514818,76.74462276424724,75.29729648129549,75.73271179199219
2020-01-16,76.28001652752228,76.79327284070503,75.91514511539981,76.6813735961914
2020-01-17,76.9319247036579,77.53274664228599,76.62300288822111,77.53031921386719
2020-01-18,76.9319247036579,77.53274664228599,76.62300288822111,77.53031921386719
2020-01-19,76.9319247036579,77.53274664228599,76.62300288822111,77.53031921386719
2020-01-20,76.9319247036579,77.53274664228599,76.62300288822111,77.53031921386719
2020-01-21,77.15571804686083,77.6008579532655,76.8662527669418,77.0049057006836
2020-01-22,77.49382156207548,77.83680158843879,77.18489976485218,77.27976989746094
2020-01-23,77.33330840217195,77.73223075122138,76.78113139828851,77.65196228027344
2020-01-24,77.90003964500053,78.64923894581415,77.23597106087486,77.42813873291016
2020-01-25,77.90003964500053,78.64923894581415,77.23597106087486,77.42813873291016
2020-01-26,77.90003964500053,78.64923894581415,77.23597106087486,77.42813873291016
2020-01-27,75.42135321207418,75.83730454581146,74.16133237638986,75.15135192871094
2020-01-28,76.0392066395609,77.45003985032686,75.93947422568569,77.27733612060547
2020-01-29,78.92168144343876,79.74872174275227,78.17490958042397,78.8949203491211
2020-01-30,77.97060533615911,78.83413154123487,77.53518995560171,78.7806167602539
2020-01-31,78.06545848772218,78.49114183135259,74.99081236871663,75.2875747680664
2020-02-01,78.06545848772218,78.49114183135259,74.99081236871663,75.2875747680664
2020-02-02,78.06545848772218,78.49114183135259,74.99081236871663,75.2875747680664
2020-02-03,74.0202395522756,76.25568552495731,73.51428782529305,75.08080291748047
2020-02-04,76.69842566725322,77.75169228256757,76.28977134495888,77.55952453613281
2020-02-05,78.6954648527038,78.9970969397951,77.58382890630958,78.19194793701172
2020-02-06,78.4643747347807,79.10897934592684,77.90247341116586,79.1065444946289
2020-02-07,78.60182987653984,78.85296921968468,77.53631628046953,78.03128051757812
2020-02-08,78.60182987653984,78.85296921968468,77.53631628046953,78.03128051757812
2020-02-09,78.60182987653984,78.85296921968468,77.53631628046953,78.03128051757812
2020-02-10,76.60491274786753,78.40190124511719,76.52445379705694,78.40190124511719
2020-02-11,78.90173754612098,78.97488203827619,77.70943023737428,77.92887115478516
2020-02-12,78.38239113807435,79.78438431732128,78.38239113807435,79.77951049804688
2020-02-13,79.04558850158013,79.54055271071243,78.84077649514036,79.21138763427734
2020-02-14,79.17969503939916,79.48204297292996,78.71886985121479,79.23090362548828
2020-02-15,79.17969503939916,79.48204297292996,78.71886985121479,79.23090362548828
2020-02-16,79.17969503939916,79.48204297292996,78.71886985121479,79.23090362548828
2020-02-17,79.17969503939916,79.48204297292996,78.71886985121479,79.23090362548828
2020-02-18,76.89262506519927,77.96302006162446,76.7097563707623,77.7801513671875
2020-02-19,78.02397877103613,79.13826050368714,78.02397877103613,78.90662384033203
2020-02-20,78.66523844686574,79.15776212729114,77.58752898101068,78.09712219238281
2020-02-21,77.68750589268537,78.1337097268128,75.70764845064672,76.32939910888672
2020-02-22,77.68750589268537,78.1337097268128,75.70764845064672,76.32939910888672
2020-02-23,77.68750589268537,78.1337097268128,75.70764845064672,76.32939910888672
2020-02-24,72.4794129168424,74.16667754123019,70.52149870663537,72.70372772216797
2020-02-25,73.37912224844004,73.76436239841357,69.76563467556525,70.2410888671875
2020-02-26,69.86315460631755,72.63056895933731,69.85584015629505,71.35536193847656
2020-02-27,68.53919145688515,69.73393216309857,66.55445289289645,66.69099426269531
2020-02-28,62.72640222212913,67.88329786772559,62.50939446848589,66.6519775390625
2020-02-29,62.72640222212913,67.88329786772559,62.50939446848589,66.6519775390625
2020-03-01,62.72640222212913,67.88329786772559,62.50939446848589,66.6519775390625
2020-03-02,68.82689712138452,73.4985834137187,67.71505609759139,72.8573226928711
2020-03-03,74.04229953237403,74.1227584632693,69.68514297363006,70.54341125488281
2020-03-04,72.27947272401856,73.97649238531126,71.47241269068101,73.81556701660156
2020-03-05,72.05512710066166,73.03774108635828,71.05301039824464,71.42118835449219
2020-03-06,68.75862837196117,70.90916598133681,68.57088585975706,70.47271728515625
2020-03-07,68.75862837196117,70.90916598133681,68.57088585975706,70.47271728515625
2020-03-08,68.75862837196117,70.90916598133681,68.57088585975706,70.47271728515625
2020-03-09,64.30882044470107,67.8052687846862,64.12595176097206,64.89888000488281
2020-03-10,67.57364568486453,69.84121459147957,65.67912118815767,69.57300567626953
2020-03-11,67.63459468119167,68.56844080315066,66.28623579904774,67.15669250488281
2020-03-12,62.404553886426854,65.83273184578732,60.468583325019466,60.524662017822266
2020-03-13,64.58678941811604,68.25147782625162,61.67551543191242,67.77601623535156
2020-03-14,64.58678941811604,68.25147782625162,61.67551543191242,67.77601623535156
2020-03-15,64.58678941811604,68.25147782625162,61.67551543191242,67.77601623535156
2020-03-16,58.993434504015895,63.170152560166464,58.51797668752431,59.05683135986328
