Local time,Open,High,Low,Close,Volume
30.10.2023 17:50:00.000 GMT+0100,11.056,11.067,11.056,11.056,0.08399999999999999
30.10.2023 17:55:00.000 GMT+0100,11.046,11.046,11.046,11.046,0.024
30.10.2023 18:00:00.000 GMT+0100,11.057,11.066,11.047,11.057,0.108
30.10.2023 18:05:00.000 GMT+0100,11.056,11.067,11.056,11.067,0.07200000000000001
30.10.2023 18:10:00.000 GMT+0100,11.057,11.076,11.056,11.076,0.08399999999999999
30.10.2023 18:15:00.000 GMT+0100,11.067,11.076,11.056,11.056,0.096
30.10.2023 18:20:00.000 GMT+0100,11.046,11.076,11.046,11.076,0.11999999999999998
30.10.2023 18:25:00.000 GMT+0100,11.087,11.136,11.086,11.126,0.228
30.10.2023 18:30:00.000 GMT+0100,11.127,11.147,11.126,11.136,0.22799999999999998
30.10.2023 18:35:00.000 GMT+0100,11.127,11.136,11.116,11.127,0.144
30.10.2023 18:40:00.000 GMT+0100,11.136,11.137,11.116,11.137,0.156
30.10.2023 18:45:00.000 GMT+0100,11.126,11.146,11.126,11.137,0.06
30.10.2023 18:50:00.000 GMT+0100,11.126,11.136,11.126,11.136,0.036
30.10.2023 18:55:00.000 GMT+0100,11.126,11.127,11.117,11.127,0.08399999999999999
30.10.2023 19:00:00.000 GMT+0100,11.116,11.136,11.116,11.117,0.22800000000000004
30.10.2023 19:05:00.000 GMT+0100,11.106,11.117,11.086,11.117,0.18
30.10.2023 19:10:00.000 GMT+0100,11.126,11.126,11.106,11.106,0.036000000000000004
30.10.2023 19:15:00.000 GMT+0100,11.096,11.107,11.066,11.087,0.18
30.10.2023 19:20:00.000 GMT+0100,11.087,11.096,11.066,11.067,0.156
30.10.2023 19:25:00.000 GMT+0100,11.077,11.077,11.056,11.056,0.072
30.10.2023 19:30:00.000 GMT+0100,11.067,11.076,11.056,11.076,0.084
30.10.2023 19:35:00.000 GMT+0100,11.067,11.117,11.067,11.117,0.096
30.10.2023 19:40:00.000 GMT+0100,11.106,11.106,11.097,11.097,0.024
30.10.2023 19:45:00.000 GMT+0100,11.107,11.107,11.107,11.107,0.012
30.10.2023 19:50:00.000 GMT+0100,11.117,11.117,11.097,11.097,0.096
30.10.2023 19:55:00.000 GMT+0100,11.107,11.116,11.107,11.116,0.024
30.10.2023 20:00:00.000 GMT+0100,11.116,11.147,11.116,11.137,0.348
30.10.2023 20:05:00.000 GMT+0100,11.136,11.167,11.136,11.167,0.144
30.10.2023 20:10:00.000 GMT+0100,11.166,11.187,11.166,11.186,0.156
30.10.2023 20:15:00.000 GMT+0100,11.196,11.207,11.176,11.196,0.096
30.10.2023 20:20:00.000 GMT+0100,11.197,11.227,11.197,11.227,0.096
30.10.2023 20:25:00.000 GMT+0100,11.217,11.227,11.216,11.217,0.060000000000000005
30.10.2023 20:30:00.000 GMT+0100,11.206,11.207,11.196,11.196,0.096
30.10.2023 20:35:00.000 GMT+0100,11.196,11.206,11.196,11.206,0.024
30.10.2023 20:40:00.000 GMT+0100,11.196,11.206,11.196,11.206,0.08399999999999999
30.10.2023 20:45:00.000 GMT+0100,11.196,11.206,11.187,11.187,0.048
30.10.2023 20:50:00.000 GMT+0100,11.197,11.207,11.176,11.187,0.12
30.10.2023 20:55:00.000 GMT+0100,11.176,11.176,11.156,11.166,0.048
31.10.2023 14:30:00.000 GMT+0100,11.067,11.067,10.937,11.006,1.32
31.10.2023 14:35:00.000 GMT+0100,11.006,11.017,10.916,10.927,1.404
31.10.2023 14:40:00.000 GMT+0100,10.926,10.957,10.906,10.927,0.6960000000000001
31.10.2023 14:45:00.000 GMT+0100,10.936,10.986,10.936,10.976,0.432
31.10.2023 14:50:00.000 GMT+0100,10.966,10.977,10.926,10.967,0.384
31.10.2023 14:55:00.000 GMT+0100,10.956,10.987,10.956,10.967,0.288
31.10.2023 15:00:00.000 GMT+0100,10.977,10.977,10.916,10.917,0.30000000000000004
31.10.2023 15:05:00.000 GMT+0100,10.917,10.927,10.896,10.896,0.26399999999999996
31.10.2023 15:10:00.000 GMT+0100,10.907,10.926,10.896,10.906,0.20400000000000001
31.10.2023 15:15:00.000 GMT+0100,10.916,10.946,10.907,10.917,0.32400000000000007
31.10.2023 15:20:00.000 GMT+0100,10.916,10.927,10.896,10.896,0.36
31.10.2023 15:25:00.000 GMT+0100,10.897,10.897,10.876,10.876,0.132
31.10.2023 15:30:00.000 GMT+0100,10.867,10.887,10.856,10.866,0.192
31.10.2023 15:35:00.000 GMT+0100,10.867,10.897,10.866,10.876,0.216
31.10.2023 15:40:00.000 GMT+0100,10.876,10.917,10.876,10.906,0.28800000000000003
31.10.2023 15:45:00.000 GMT+0100,10.906,10.917,10.896,10.917,0.26399999999999996
31.10.2023 15:50:00.000 GMT+0100,10.917,10.986,10.916,10.986,0.216
31.10.2023 15:55:00.000 GMT+0100,10.987,11.017,10.977,11.006,0.14400000000000002
31.10.2023 16:00:00.000 GMT+0100,11.017,11.037,10.987,10.987,0.22800000000000004
31.10.2023 16:05:00.000 GMT+0100,10.987,10.997,10.976,10.996,0.156
31.10.2023 16:10:00.000 GMT+0100,10.987,10.987,10.966,10.977,0.132
31.10.2023 16:15:00.000 GMT+0100,10.966,10.977,10.956,10.967,0.14400000000000002
31.10.2023 16:20:00.000 GMT+0100,10.976,10.997,10.976,10.977,0.060000000000000005
31.10.2023 16:25:00.000 GMT+0100,10.987,11.047,10.987,11.016,0.324
31.10.2023 16:30:00.000 GMT+0100,11.027,11.086,11.026,11.076,0.20399999999999996
31.10.2023 16:35:00.000 GMT+0100,11.067,11.077,11.056,11.066,0.12
31.10.2023 16:40:00.000 GMT+0100,11.056,11.066,11.017,11.017,0.14400000000000002
31.10.2023 16:45:00.000 GMT+0100,11.027,11.046,11.016,11.046,0.192
31.10.2023 16:50:00.000 GMT+0100,11.057,11.076,11.046,11.076,0.12
31.10.2023 16:55:00.000 GMT+0100,11.076,11.127,11.076,11.127,0.13199999999999998
31.10.2023 17:00:00.000 GMT+0100,11.136,11.137,11.116,11.127,0.24
31.10.2023 17:05:00.000 GMT+0100,11.116,11.127,11.096,11.107,0.108
31.10.2023 17:10:00.000 GMT+0100,11.116,11.127,11.097,11.097,0.12
31.10.2023 17:15:00.000 GMT+0100,11.107,11.107,11.057,11.057,0.28800000000000003
31.10.2023 17:20:00.000 GMT+0100,11.047,11.057,11.026,11.056,0.192
31.10.2023 17:25:00.000 GMT+0100,11.057,11.087,11.057,11.087,0.20399999999999996
31.10.2023 17:30:00.000 GMT+0100,11.087,11.097,11.066,11.077,0.252
31.10.2023 17:35:00.000 GMT+0100,11.066,11.106,11.036,11.106,0.21599999999999997
31.10.2023 17:40:00.000 GMT+0100,11.096,11.107,11.087,11.106,0.19199999999999998
31.10.2023 17:45:00.000 GMT+0100,11.117,11.117,11.097,11.097,0.12
31.10.2023 17:50:00.000 GMT+0100,11.107,11.116,11.086,11.096,0.10800000000000001
31.10.2023 17:55:00.000 GMT+0100,11.107,11.116,11.096,11.107,0.12
31.10.2023 18:00:00.000 GMT+0100,11.106,11.117,11.096,11.107,0.132
31.10.2023 18:05:00.000 GMT+0100,11.106,11.136,11.106,11.116,0.144
31.10.2023 18:10:00.000 GMT+0100,11.107,11.107,11.076,11.087,0.22799999999999998
31.10.2023 18:15:00.000 GMT+0100,11.086,11.096,11.086,11.087,0.06
31.10.2023 18:20:00.000 GMT+0100,11.097,11.107,11.077,11.086,0.13199999999999998
31.10.2023 18:25:00.000 GMT+0100,11.096,11.107,11.086,11.086,0.144
31.10.2023 18:30:00.000 GMT+0100,11.087,11.106,11.087,11.106,0.13199999999999998
31.10.2023 18:35:00.000 GMT+0100,11.096,11.096,11.076,11.087,0.12000000000000001
31.10.2023 18:40:00.000 GMT+0100,11.086,11.097,11.077,11.077,0.048
31.10.2023 18:45:00.000 GMT+0100,11.066,11.087,11.066,11.076,0.09599999999999999
31.10.2023 18:50:00.000 GMT+0100,11.066,11.087,11.066,11.086,0.108
31.10.2023 18:55:00.000 GMT+0100,11.076,11.087,11.076,11.077,0.228
31.10.2023 19:00:00.000 GMT+0100,11.086,11.087,11.076,11.076,0.144
31.10.2023 19:05:00.000 GMT+0100,11.067,11.077,11.056,11.057,0.192
31.10.2023 19:10:00.000 GMT+0100,11.047,11.057,11.037,11.037,0.132
31.10.2023 19:15:00.000 GMT+0100,11.026,11.036,11.016,11.026,0.096
31.10.2023 19:20:00.000 GMT+0100,11.016,11.037,11.007,11.016,0.16799999999999998
31.10.2023 19:25:00.000 GMT+0100,11.007,11.007,11.006,11.006,0.024
31.10.2023 19:30:00.000 GMT+0100,10.997,11.017,10.997,11.017,0.048
31.10.2023 19:35:00.000 GMT+0100,11.017,11.026,11.017,11.017,0.036
31.10.2023 19:40:00.000 GMT+0100,11.027,11.047,11.017,11.047,0.096
31.10.2023 19:45:00.000 GMT+0100,11.036,11.047,11.036,11.047,0.072
31.10.2023 19:50:00.000 GMT+0100,11.056,11.056,11.046,11.056,0.060000000000000005
31.10.2023 19:55:00.000 GMT+0100,11.066,11.077,11.056,11.066,0.18
31.10.2023 20:00:00.000 GMT+0100,11.066,11.087,11.066,11.087,0.072
31.10.2023 20:05:00.000 GMT+0100,11.076,11.086,11.066,11.077,0.10800000000000001
31.10.2023 20:10:00.000 GMT+0100,11.077,11.097,11.077,11.087,0.07200000000000001
31.10.2023 20:15:00.000 GMT+0100,11.076,11.087,11.076,11.086,0.07200000000000001
31.10.2023 20:20:00.000 GMT+0100,11.097,11.097,11.086,11.097,0.048
31.10.2023 20:25:00.000 GMT+0100,11.097,11.116,11.096,11.116,0.156
31.10.2023 20:30:00.000 GMT+0100,11.106,11.116,11.106,11.116,0.06
31.10.2023 20:35:00.000 GMT+0100,11.107,11.127,11.107,11.107,0.07200000000000001
31.10.2023 20:40:00.000 GMT+0100,11.097,11.107,11.086,11.106,0.14400000000000002
31.10.2023 20:45:00.000 GMT+0100,11.116,11.127,11.116,11.127,0.024
31.10.2023 20:50:00.000 GMT+0100,11.126,11.136,11.117,11.136,0.09599999999999999
31.10.2023 20:55:00.000 GMT+0100,11.146,11.147,11.126,11.137,0.264
01.11.2023 14:30:00.000 GMT+0100,11.117,11.137,11.077,11.097,1.44
01.11.2023 14:35:00.000 GMT+0100,11.106,11.177,11.087,11.127,0.996
01.11.2023 14:40:00.000 GMT+0100,11.117,11.127,11.086,11.096,1.236
01.11.2023 14:45:00.000 GMT+0100,11.096,11.187,11.096,11.167,1.02
01.11.2023 14:50:00.000 GMT+0100,11.167,11.177,11.096,11.096,0.6839999999999999
01.11.2023 14:55:00.000 GMT+0100,11.106,11.127,11.096,11.106,0.432
01.11.2023 15:00:00.000 GMT+0100,11.106,11.147,11.076,11.086,0.8160000000000001
01.11.2023 15:05:00.000 GMT+0100,11.087,11.096,11.046,11.077,0.384
01.11.2023 15:10:00.000 GMT+0100,11.077,11.107,11.066,11.097,0.324
01.11.2023 15:15:00.000 GMT+0100,11.087,11.107,11.086,11.107,0.252
01.11.2023 15:20:00.000 GMT+0100,11.117,11.126,11.096,11.116,0.22799999999999998
01.11.2023 15:25:00.000 GMT+0100,11.127,11.147,11.116,11.147,0.37199999999999994
01.11.2023 15:30:00.000 GMT+0100,11.156,11.177,11.156,11.176,0.20400000000000001
01.11.2023 15:35:00.000 GMT+0100,11.166,11.207,11.146,11.157,0.22799999999999998
01.11.2023 15:40:00.000 GMT+0100,11.167,11.177,11.156,11.176,0.264
01.11.2023 15:45:00.000 GMT+0100,11.177,11.187,11.166,11.177,0.096
01.11.2023 15:50:00.000 GMT+0100,11.167,11.177,11.136,11.136,0.09599999999999999
01.11.2023 15:55:00.000 GMT+0100,11.147,11.156,11.136,11.156,0.06
01.11.2023 16:00:00.000 GMT+0100,11.167,11.197,11.167,11.187,0.192
01.11.2023 16:05:00.000 GMT+0100,11.177,11.187,11.156,11.176,0.22799999999999998
01.11.2023 16:10:00.000 GMT+0100,11.167,11.197,11.156,11.197,0.108
01.11.2023 16:15:00.000 GMT+0100,11.186,11.186,11.157,11.166,0.19199999999999998
01.11.2023 16:20:00.000 GMT+0100,11.156,11.157,11.146,11.147,0.07200000000000001
01.11.2023 16:25:00.000 GMT+0100,11.137,11.137,11.126,11.126,0.048
01.11.2023 16:30:00.000 GMT+0100,11.116,11.127,11.106,11.107,0.168
01.11.2023 16:35:00.000 GMT+0100,11.096,11.096,11.096,11.096,0.012
01.11.2023 16:40:00.000 GMT+0100,11.106,11.126,11.106,11.117,0.18
01.11.2023 16:45:00.000 GMT+0100,11.106,11.116,11.096,11.096,0.072
01.11.2023 16:50:00.000 GMT+0100,11.087,11.087,11.077,11.087,0.048
01.11.2023 16:55:00.000 GMT+0100,11.077,11.087,11.066,11.077,0.096
01.11.2023 17:00:00.000 GMT+0100,11.066,11.066,11.066,11.066,0.024
01.11.2023 17:05:00.000 GMT+0100,11.056,11.057,11.046,11.056,0.06
01.11.2023 17:10:00.000 GMT+0100,11.067,11.067,11.046,11.046,0.048
01.11.2023 17:15:00.000 GMT+0100,11.037,11.037,11.026,11.026,0.072
01.11.2023 17:20:00.000 GMT+0100,11.036,11.037,11.026,11.037,0.08399999999999999
01.11.2023 17:25:00.000 GMT+0100,11.036,11.066,11.036,11.056,0.07200000000000001
01.11.2023 17:30:00.000 GMT+0100,11.066,11.066,11.046,11.057,0.072
01.11.2023 17:35:00.000 GMT+0100,11.047,11.057,11.026,11.047,0.168
01.11.2023 17:40:00.000 GMT+0100,11.037,11.046,11.036,11.036,0.08399999999999999
01.11.2023 17:45:00.000 GMT+0100,11.036,11.057,11.027,11.036,0.348
01.11.2023 17:50:00.000 GMT+0100,11.027,11.047,11.027,11.036,0.09599999999999999
01.11.2023 17:55:00.000 GMT+0100,11.026,11.026,10.996,11.007,0.096
01.11.2023 18:00:00.000 GMT+0100,10.996,11.007,10.996,10.996,0.072
01.11.2023 18:05:00.000 GMT+0100,11.006,11.016,10.996,11.007,0.156
01.11.2023 18:10:00.000 GMT+0100,11.016,11.026,11.006,11.026,0.144
01.11.2023 18:15:00.000 GMT+0100,11.037,11.037,11.026,11.026,0.036
01.11.2023 18:20:00.000 GMT+0100,11.017,11.017,10.976,10.986,0.12
01.11.2023 18:30:00.000 GMT+0100,10.976,10.976,10.976,10.976,0.012
01.11.2023 18:35:00.000 GMT+0100,10.987,10.987,10.987,10.987,0.012
01.11.2023 18:40:00.000 GMT+0100,10.986,11.036,10.986,11.027,0.10799999999999998
01.11.2023 18:45:00.000 GMT+0100,11.016,11.027,10.997,11.007,0.24
01.11.2023 18:50:00.000 GMT+0100,10.997,11.007,10.996,11.007,0.036
01.11.2023 18:55:00.000 GMT+0100,10.996,11.007,10.996,11.007,0.07200000000000001
01.11.2023 19:00:00.000 GMT+0100,11.006,11.047,11.006,11.036,1.3679999999999999
01.11.2023 19:05:00.000 GMT+0100,11.027,11.037,11.006,11.016,0.396
01.11.2023 19:10:00.000 GMT+0100,11.016,11.037,11.007,11.007,0.144
01.11.2023 19:15:00.000 GMT+0100,10.996,11.017,10.986,11.006,0.34800000000000003
01.11.2023 19:20:00.000 GMT+0100,11.017,11.017,10.996,11.006,0.10799999999999998
01.11.2023 19:25:00.000 GMT+0100,11.017,11.037,11.007,11.037,0.096
01.11.2023 19:30:00.000 GMT+0100,11.037,11.057,11.036,11.046,0.336
01.11.2023 19:35:00.000 GMT+0100,11.057,11.067,11.026,11.037,0.54
01.11.2023 19:40:00.000 GMT+0100,11.026,11.037,10.996,11.006,0.528
01.11.2023 19:45:00.000 GMT+0100,11.016,11.037,10.976,10.997,0.492
01.11.2023 19:50:00.000 GMT+0100,10.997,11.017,10.996,11.006,0.168
01.11.2023 19:55:00.000 GMT+0100,11.017,11.066,11.017,11.046,0.288
01.11.2023 20:00:00.000 GMT+0100,11.047,11.087,11.047,11.066,0.336
01.11.2023 20:05:00.000 GMT+0100,11.057,11.096,11.056,11.087,0.28800000000000003
01.11.2023 20:10:00.000 GMT+0100,11.097,11.097,11.067,11.067,0.12
01.11.2023 20:15:00.000 GMT+0100,11.066,11.097,11.066,11.087,0.33599999999999997
01.11.2023 20:20:00.000 GMT+0100,11.097,11.106,11.086,11.096,0.10800000000000001
01.11.2023 20:25:00.000 GMT+0100,11.097,11.107,11.076,11.087,0.16799999999999998
01.11.2023 20:30:00.000 GMT+0100,11.076,11.107,11.066,11.077,0.264
01.11.2023 20:35:00.000 GMT+0100,11.067,11.086,11.067,11.086,0.11999999999999998
01.11.2023 20:40:00.000 GMT+0100,11.076,11.097,11.076,11.097,0.048
01.11.2023 20:45:00.000 GMT+0100,11.087,11.116,11.086,11.107,0.216
01.11.2023 20:50:00.000 GMT+0100,11.107,11.127,11.096,11.127,0.228
01.11.2023 20:55:00.000 GMT+0100,11.137,11.137,11.116,11.116,0.036000000000000004
02.11.2023 14:30:00.000 GMT+0100,11.376,11.457,11.376,11.396,1.6679999999999997
02.11.2023 14:35:00.000 GMT+0100,11.397,11.407,11.366,11.376,0.96
02.11.2023 14:40:00.000 GMT+0100,11.367,11.397,11.346,11.357,0.8999999999999999
02.11.2023 14:45:00.000 GMT+0100,11.367,11.397,11.296,11.347,0.72
02.11.2023 14:50:00.000 GMT+0100,11.357,11.376,11.346,11.367,0.252
02.11.2023 14:55:00.000 GMT+0100,11.356,11.377,11.346,11.346,0.36
02.11.2023 15:00:00.000 GMT+0100,11.357,11.407,11.356,11.407,0.228
02.11.2023 15:05:00.000 GMT+0100,11.417,11.426,11.356,11.367,0.28800000000000003
02.11.2023 15:10:00.000 GMT+0100,11.356,11.366,11.306,11.306,0.19200000000000003
02.11.2023 15:15:00.000 GMT+0100,11.316,11.367,11.316,11.326,0.384
02.11.2023 15:20:00.000 GMT+0100,11.327,11.336,11.316,11.327,0.192
02.11.2023 15:25:00.000 GMT+0100,11.317,11.337,11.296,11.327,0.348
02.11.2023 15:30:00.000 GMT+0100,11.337,11.337,11.306,11.326,0.324
02.11.2023 15:35:00.000 GMT+0100,11.327,11.377,11.326,11.377,0.252
02.11.2023 15:40:00.000 GMT+0100,11.376,11.387,11.366,11.366,0.16799999999999998
02.11.2023 15:45:00.000 GMT+0100,11.376,11.387,11.376,11.387,0.048
02.11.2023 15:50:00.000 GMT+0100,11.376,11.387,11.367,11.367,0.132
02.11.2023 15:55:00.000 GMT+0100,11.376,11.407,11.376,11.396,0.16799999999999998
02.11.2023 16:00:00.000 GMT+0100,11.406,11.407,11.396,11.397,0.10799999999999998
02.11.2023 16:05:00.000 GMT+0100,11.387,11.387,11.387,11.387,0.024
02.11.2023 16:10:00.000 GMT+0100,11.396,11.407,11.376,11.387,0.168
02.11.2023 16:15:00.000 GMT+0100,11.377,11.387,11.356,11.366,0.156
02.11.2023 16:20:00.000 GMT+0100,11.376,11.377,11.356,11.356,0.084
02.11.2023 16:25:00.000 GMT+0100,11.357,11.366,11.327,11.337,0.168
02.11.2023 16:30:00.000 GMT+0100,11.326,11.357,11.316,11.357,0.096
02.11.2023 16:35:00.000 GMT+0100,11.347,11.356,11.347,11.356,0.024
02.11.2023 16:40:00.000 GMT+0100,11.356,11.367,11.356,11.367,0.096
02.11.2023 16:45:00.000 GMT+0100,11.366,11.387,11.356,11.356,0.08399999999999999
02.11.2023 16:50:00.000 GMT+0100,11.366,11.367,11.356,11.367,0.06
02.11.2023 16:55:00.000 GMT+0100,11.357,11.367,11.346,11.356,0.132
02.11.2023 17:00:00.000 GMT+0100,11.366,11.367,11.357,11.366,0.072
02.11.2023 17:05:00.000 GMT+0100,11.356,11.356,11.336,11.337,0.132
02.11.2023 17:10:00.000 GMT+0100,11.327,11.347,11.327,11.336,0.228
02.11.2023 17:15:00.000 GMT+0100,11.346,11.366,11.346,11.366,0.08399999999999999
02.11.2023 17:20:00.000 GMT+0100,11.357,11.367,11.346,11.347,0.20400000000000001
02.11.2023 17:25:00.000 GMT+0100,11.337,11.337,11.317,11.317,0.096
02.11.2023 17:30:00.000 GMT+0100,11.307,11.337,11.296,11.336,0.14400000000000002
02.11.2023 17:35:00.000 GMT+0100,11.346,11.346,11.346,11.346,0.012
02.11.2023 17:40:00.000 GMT+0100,11.337,11.337,11.326,11.327,0.07200000000000001
02.11.2023 17:45:00.000 GMT+0100,11.336,11.337,11.326,11.337,0.048
02.11.2023 17:50:00.000 GMT+0100,11.347,11.347,11.326,11.336,0.08399999999999999
02.11.2023 17:55:00.000 GMT+0100,11.326,11.326,11.307,11.307,0.07200000000000001
02.11.2023 18:00:00.000 GMT+0100,11.316,11.326,11.306,11.316,0.168
02.11.2023 18:05:00.000 GMT+0100,11.317,11.327,11.316,11.327,0.12
02.11.2023 18:10:00.000 GMT+0100,11.326,11.346,11.326,11.327,0.144
02.11.2023 18:15:00.000 GMT+0100,11.326,11.326,11.317,11.317,0.036000000000000004
02.11.2023 18:20:00.000 GMT+0100,11.307,11.307,11.297,11.297,0.036000000000000004
02.11.2023 18:25:00.000 GMT+0100,11.287,11.297,11.276,11.276,0.144
02.11.2023 18:30:00.000 GMT+0100,11.276,11.297,11.276,11.286,0.132
02.11.2023 18:35:00.000 GMT+0100,11.276,11.306,11.276,11.296,0.084
02.11.2023 18:40:00.000 GMT+0100,11.297,11.306,11.296,11.296,0.06
02.11.2023 18:45:00.000 GMT+0100,11.286,11.297,11.286,11.297,0.096
02.11.2023 18:50:00.000 GMT+0100,11.306,11.307,11.306,11.306,0.108
02.11.2023 18:55:00.000 GMT+0100,11.307,11.327,11.307,11.327,0.072
02.11.2023 19:00:00.000 GMT+0100,11.317,11.317,11.306,11.306,0.036000000000000004
02.11.2023 19:10:00.000 GMT+0100,11.296,11.306,11.287,11.287,0.132
02.11.2023 19:15:00.000 GMT+0100,11.297,11.306,11.296,11.306,0.036000000000000004
02.11.2023 19:20:00.000 GMT+0100,11.316,11.316,11.306,11.306,0.036
02.11.2023 19:25:00.000 GMT+0100,11.297,11.307,11.296,11.307,0.036000000000000004
02.11.2023 19:30:00.000 GMT+0100,11.296,11.297,11.286,11.297,0.07200000000000001
02.11.2023 19:35:00.000 GMT+0100,11.306,11.306,11.296,11.296,0.06
02.11.2023 19:40:00.000 GMT+0100,11.296,11.316,11.296,11.316,0.036
02.11.2023 19:45:00.000 GMT+0100,11.326,11.326,11.316,11.316,0.024
02.11.2023 19:50:00.000 GMT+0100,11.326,11.336,11.326,11.326,0.036000000000000004
02.11.2023 19:55:00.000 GMT+0100,11.316,11.327,11.316,11.317,0.096
02.11.2023 20:00:00.000 GMT+0100,11.326,11.326,11.326,11.326,0.012
02.11.2023 20:05:00.000 GMT+0100,11.326,11.347,11.326,11.347,0.036000000000000004
02.11.2023 20:10:00.000 GMT+0100,11.337,11.357,11.337,11.357,0.06
02.11.2023 20:15:00.000 GMT+0100,11.346,11.347,11.337,11.337,0.048
02.11.2023 20:20:00.000 GMT+0100,11.327,11.337,11.326,11.337,0.036
02.11.2023 20:25:00.000 GMT+0100,11.326,11.326,11.326,11.326,0.012
02.11.2023 20:30:00.000 GMT+0100,11.327,11.337,11.326,11.326,0.072
02.11.2023 20:35:00.000 GMT+0100,11.336,11.367,11.336,11.367,0.09599999999999999
02.11.2023 20:40:00.000 GMT+0100,11.356,11.366,11.356,11.356,0.108
02.11.2023 20:45:00.000 GMT+0100,11.366,11.366,11.366,11.366,0.012
02.11.2023 20:50:00.000 GMT+0100,11.367,11.386,11.367,11.386,0.144
02.11.2023 20:55:00.000 GMT+0100,11.377,11.386,11.377,11.386,0.024
03.11.2023 14:30:00.000 GMT+0100,11.647,11.696,11.616,11.656,1.836
03.11.2023 14:35:00.000 GMT+0100,11.667,11.716,11.656,11.696,0.708
03.11.2023 14:40:00.000 GMT+0100,11.687,11.697,11.636,11.666,0.5760000000000001
03.11.2023 14:45:00.000 GMT+0100,11.666,11.737,11.666,11.737,0.66
03.11.2023 14:50:00.000 GMT+0100,11.747,11.837,11.746,11.827,0.3
03.11.2023 14:55:00.000 GMT+0100,11.827,11.897,11.826,11.897,0.348
03.11.2023 15:00:00.000 GMT+0100,11.896,11.946,11.856,11.937,0.744
03.11.2023 15:05:00.000 GMT+0100,11.946,11.987,11.936,11.986,0.252
03.11.2023 15:10:00.000 GMT+0100,11.987,12.006,11.946,11.957,0.336
03.11.2023 15:15:00.000 GMT+0100,11.946,12.006,11.946,11.986,0.264
03.11.2023 15:20:00.000 GMT+0100,11.997,12.026,11.966,11.996,0.48
03.11.2023 15:25:00.000 GMT+0100,12.007,12.007,11.956,11.966,0.38400000000000006
03.11.2023 15:30:00.000 GMT+0100,11.957,11.957,11.866,11.887,0.516
03.11.2023 15:35:00.000 GMT+0100,11.896,11.917,11.877,11.907,0.3
03.11.2023 15:40:00.000 GMT+0100,11.896,11.927,11.896,11.927,0.15600000000000003
03.11.2023 15:45:00.000 GMT+0100,11.917,11.937,11.916,11.937,0.12
03.11.2023 15:50:00.000 GMT+0100,11.926,11.926,11.887,11.916,0.192
03.11.2023 15:55:00.000 GMT+0100,11.927,11.947,11.917,11.946,0.192
03.11.2023 16:00:00.000 GMT+0100,11.957,11.957,11.897,11.897,0.18
03.11.2023 16:05:00.000 GMT+0100,11.886,11.886,11.866,11.877,0.096
03.11.2023 16:10:00.000 GMT+0100,11.866,11.866,11.836,11.856,0.18000000000000002
03.11.2023 16:15:00.000 GMT+0100,11.847,11.847,11.816,11.847,0.14400000000000002
03.11.2023 16:20:00.000 GMT+0100,11.846,11.866,11.836,11.856,0.20400000000000001
03.11.2023 16:25:00.000 GMT+0100,11.866,11.867,11.836,11.837,0.24
03.11.2023 16:30:00.000 GMT+0100,11.836,11.886,11.836,11.877,0.324
03.11.2023 16:35:00.000 GMT+0100,11.866,11.926,11.856,11.926,0.21599999999999997
03.11.2023 16:40:00.000 GMT+0100,11.927,11.957,11.926,11.937,0.204
03.11.2023 16:45:00.000 GMT+0100,11.936,11.946,11.906,11.906,0.07200000000000001
03.11.2023 16:50:00.000 GMT+0100,11.896,11.947,11.896,11.927,0.30000000000000004
03.11.2023 16:55:00.000 GMT+0100,11.916,11.927,11.896,11.916,0.396
03.11.2023 17:00:00.000 GMT+0100,11.917,11.917,11.896,11.907,0.156
03.11.2023 17:05:00.000 GMT+0100,11.917,11.926,11.896,11.916,0.168
03.11.2023 17:10:00.000 GMT+0100,11.907,11.936,11.906,11.926,0.216
03.11.2023 17:15:00.000 GMT+0100,11.916,11.917,11.906,11.906,0.07200000000000001
03.11.2023 17:20:00.000 GMT+0100,11.896,11.916,11.896,11.916,0.072
03.11.2023 17:25:00.000 GMT+0100,11.907,11.917,11.907,11.917,0.048
03.11.2023 17:30:00.000 GMT+0100,11.927,11.927,11.907,11.917,0.096
03.11.2023 17:35:00.000 GMT+0100,11.927,11.947,11.927,11.936,0.08399999999999999
03.11.2023 17:40:00.000 GMT+0100,11.936,11.956,11.926,11.956,0.10799999999999998
03.11.2023 17:45:00.000 GMT+0100,11.947,11.956,11.947,11.956,0.024
03.11.2023 17:50:00.000 GMT+0100,11.947,11.957,11.946,11.947,0.096
03.11.2023 17:55:00.000 GMT+0100,11.947,11.997,11.947,11.997,0.228
03.11.2023 18:00:00.000 GMT+0100,11.996,12.007,11.986,11.997,0.18
03.11.2023 18:05:00.000 GMT+0100,11.986,11.997,11.977,11.987,0.07200000000000001
03.11.2023 18:10:00.000 GMT+0100,11.976,11.977,11.966,11.977,0.036000000000000004
03.11.2023 18:15:00.000 GMT+0100,11.967,11.976,11.957,11.967,0.10800000000000001
03.11.2023 18:20:00.000 GMT+0100,11.956,11.957,11.926,11.947,0.144
03.11.2023 18:25:00.000 GMT+0100,11.936,11.966,11.936,11.966,0.060000000000000005
03.11.2023 18:30:00.000 GMT+0100,11.966,11.987,11.966,11.977,0.108
03.11.2023 18:35:00.000 GMT+0100,11.966,11.977,11.956,11.956,0.072
